rank,lemma,pos,avg_rank,sources_count,rank_itwac,rank_opensubs,rank_wordfreq,count_itwac,count_opensubs,freq_wordfreq,gender,auxiliary,adj_class,nvdb_tier,notes,rank_lip,count_lip,rank_news,count_news,rank_literature,count_literature,rank_wikipedia,count_wikipedia
232,mano,noun,215.0,3,235,202,208,442628,146529,0.00043000000000000004,f,,,FO,,1129,5351,755,423,108,5333,472,114087
233,rendere,verb,216.33,3,80,332,237,726929,71779,0.000392414,na,avere,,FO,,224,27931,213,1480,353,1617,332,155880
234,scuola,noun,216.33,3,64,341,244,810613,70068,0.0003813,f,,,FO,,1386,3946,700,462,617,942,310,164273
235,adesso,adverb,217.5,2,,150,285,,217200,0.000324,na,,,FO,,737,9147,1014,305,872,680,4742,9191
236,rimanere,verb,217.67,3,179,254,220,501323,107165,0.00041119399999999987,na,essere,,FO,,450,15023,380,886,165,3654,147,271754
237,alcuno,pronoun,219.0,2,,326,112,,73698,0.0007817200000000001,na,,,FO,,80,71850,80,3070,105,5426,59,592922
238,vostro,pronoun,219.0,2,,159,279,,196310,0.0003348,na,,,FO,,646,10591,4356,35,187,3170,9334,3505
239,possibile,adjective,219.33,3,70,343,245,775019,69964,0.0003811,na,,e,FO,,143,42433,333,987,519,1097,402,131845
240,giusto,adverb,219.5,2,,166,273,,188199,0.0003406,na,,,FO,,431,15498,568,571,660,897,2352,22125
241,importante,adjective,221.0,3,119,309,235,604710,79450,0.000395,na,,e,FO,,75,73483,99,2522,1082,538,215,217127
242,bambino,noun,221.33,3,194,204,266,482986,144680,0.000352,m,,,FO,,571,12145,343,962,1291,452,482,111362
243,meno,adverb,223.5,2,,274,173,,93373,0.000501,na,,,FO,,255,24849,117,2215,188,3166,434,121460
244,meno,preposition,223.5,2,,274,173,,0,0,na,,,FO,,255,0,117,0,188,0,434,0
245,fino,adverb,224.0,2,,285,163,,87029,0.00052615,na,,,FO,,568,12199,288,1092,258,2291,81,472995
246,fino,preposition,224.0,2,,285,163,,0,0,na,,,FO,,568,0,288,0,258,0,81,0
247,guardare,verb,225.0,3,371,122,182,332550,275686,0.0004688310000000002,na,avere,,FO,,1142,5269,1195,243,348,1639,2522,20352
248,ecco,adverb,226.0,2,,178,274,,173039,0.000339,na,,,FO,,988,6238,1356,202,476,1169,6029,6583
249,insieme,adverb,226.5,2,,238,215,,115108,0.00041855,na,,,FO,,414,16095,389,862,241,2405,153,267555
250,contro,adverb,227.0,2,,325,129,,74064,0.000646,na,,,FO,,134,44499,179,1695,112,5194,86,448238
251,contro,preposition,227.0,2,,325,129,,0,0,na,,,FO,,134,0,179,0,112,0,86,0
252,seguire,verb,231.0,3,177,372,144,502013,63120,0.0005938059999999999,na,avere,,FO,,218,28626,326,1006,224,2593,67,540105
253,trattare,verb,232.0,3,85,356,255,698063,66125,0.000367688,na,avere,,FO,,71,78453,271,1129,283,2048,256,191659
254,idea,noun,234.0,3,261,205,236,420142,143301,0.00039400000000000004,f,,,FO,,725,9238,370,903,637,918,703,80977
255,domanda,noun,235.0,3,127,292,286,583524,84570,0.00032399999999999996,f,,,FO,,340,19675,164,1749,1400,415,2206,24086
256,piano,noun,237.33,3,144,271,297,551273,94400,0.0003132,m,,,FO,,307,21180,293,1076,730,814,309,164518
257,amico,noun,242.0,3,416,115,195,305970,291630,0.00044500000000000003,m,,,FO,,1612,3271,1961,126,259,2284,449,119028
258,usare,verb,243.33,3,214,266,250,463887,97566,0.00037715299999999986,na,avere,,FO,,967,6447,769,414,589,987,375,138770
259,senso,noun,244.67,3,48,398,288,944738,58327,0.0003177,m,,,FO,,259,24551,498,652,446,1277,855,67097
260,legge,noun,245.0,3,14,580,141,1771875,36625,0.000603,f,,,FO,,505,13785,506,646,185,3200,395,133659
261,iniziare,verb,246.0,3,353,216,169,347740,132510,0.000511713,na,either,,FO,,532,12845,210,1506,3564,147,77,492540
262,diverso,pronoun,246.5,2,,359,134,,0,0,na,,,FO,,169,0,184,0,242,0,99,0
263,col,preposition,248.0,2,,284,212,,87559,0.00042444,na,,,,,1539,3476,3232,57,63,8453,328,157339
264,uscire,verb,249.33,3,385,167,196,322174,184973,0.0004446379999999999,na,essere,,FO,,1524,3513,579,554,232,2537,207,219752
265,restare,verb,252.67,3,315,210,233,375292,134842,0.0003953310000000001,na,essere,,FO,,364,18204,218,1439,211,2717,421,126239
266,paese,noun,253.67,3,88,516,157,692567,41108,0.000541,m,,,FO,,35,151723,23,11700,221,2646,162,255419
267,piacere,verb,254.33,3,517,100,146,254076,333368,0.000588262,na,essere,,FO,,1025,5981,2712,79,362,1584,2837,17394
268,riguardare,verb,256.33,3,107,395,267,622138,58828,0.00035017499999999993,na,avere,,FO,,78,72819,272,1129,783,753,381,136591
269,ragazzo,noun,256.67,3,409,129,232,311502,256464,0.000396,m,,,FO,,4957,499,3881,42,1929,299,685,83194
270,ce,adverb,258.0,2,,189,327,,159445,0.000282,na,,,FO,,949,6556,3008,65,1120,522,5267,7966
271,ce,pronoun,258.0,2,,189,327,,0,0,na,,,FO,,949,0,3008,0,1120,0,5267,0
272,invece,adverb,258.5,2,,333,184,,71686,0.000468,na,,,FO,,306,21201,187,1638,355,1615,196,226772
273,rispondere,verb,261.67,3,294,277,214,389317,90746,0.0004212610000000001,na,avere,,FO,,179,35073,235,1273,296,1946,939,60670
274,comunque,adverb,263.0,2,,300,226,,82046,0.000398,na,,,FO,,510,13574,678,479,2185,262,518,104762
275,comunque,conjunction,263.0,2,,300,226,,0,0,na,,,FO,,510,0,678,0,2185,0,518,0
276,scrivere,verb,264.0,3,56,459,277,850362,47282,0.0003368669999999999,na,avere,,FO,,3136,1129,2318,102,239,2435,435,121444
277,appena,adverb,267.5,2,,209,326,,135684,0.000282,na,,,FO,,685,9908,744,429,351,1619,816,70594
278,appena,conjunction,267.5,2,,209,326,,0,0,na,,,FO,,685,0,744,0,351,0,816,0
279,sicuro,adverb,267.5,2,,165,370,,188342,0.00024705,na,,,FO,,748,8869,604,535,605,960,2131,24977
280,lavorare,verb,268.0,3,344,206,254,356405,140874,0.0003678880000000001,na,avere,,FO,,403,16787,492,661,1162,505,316,161562
281,cambiare,verb,272.33,3,373,239,205,331729,113505,0.00043562600000000005,na,either,,FO,,688,9830,199,1572,1502,382,388,135339
282,ragione,noun,272.67,3,287,237,294,395047,116048,0.00031595,f,,,FO,,317,20657,338,972,264,2208,1253,45274
283,città,noun,273.0,3,133,541,145,574460,39454,0.000589,f,,,FO,,1157,5173,466,707,123,4703,66,546873
284,strada,noun,273.33,3,225,312,283,454276,77933,0.0003251,f,,,FO,,557,12428,522,626,372,1550,330,156339
285,servire,verb,274.33,3,383,169,271,324020,181985,0.00034320300000000004,na,avere,,FO,,769,8623,563,575,275,2101,680,83865
286,lungo,adjective,276.33,3,233,383,213,442950,60823,0.000423,na,,o,FO,,281,22945,94,2557,176,3466,126,303478
287,gruppo,noun,277.67,3,77,575,181,734806,36920,0.000472,m,,,FO,,90,61392,387,864,2208,259,83,461717
288,ciò,pronoun,278.0,2,,384,172,,60821,0.000501,na,,,FO,,86,63373,73,3304,107,5370,350,147852
289,quasi,adverb,283.5,2,,321,246,,75598,0.00038,na,,,FO,,703,9540,227,1316,156,3928,344,150874
290,quasi,conjunction,283.5,2,,321,246,,0,0,na,,,FO,,703,0,227,0,156,0,344,0
291,piano,adverb,284.0,2,,271,297,,0,0,na,,,FO,,307,0,293,0,730,0,309,0
292,pubblico,adjective,285.67,3,26,675,156,1289244,30640,0.0005418999999999999,na,,o,FO,,146,41825,72,3350,212,2712,211,217968
293,mezzo,noun,286.67,3,244,367,249,439075,63924,0.00037847,m,,,FO,,401,16801,600,536,131,4574,494,108278
294,bello,adjective,288.67,3,184,257,425,494155,104276,0.0002219,na,,o,FO,,4986,494,7624,12,746,794,3526,13414
295,guerra,noun,290.67,3,181,419,272,496112,54039,0.0003406,f,,,FO,,629,11017,229,1298,133,4525,97,384147
296,servizio,noun,293.0,3,22,599,258,1447400,35089,0.000365,m,,,FO,,166,37825,163,1759,1191,493,247,197827
297,ciao,interjection,293.0,2,,146,440,,225358,0.000214,na,,,FO,,36550,6,,,39671,4,11563,2550
298,alto,adjective,294.33,3,226,405,252,451456,56952,0.00037030000000000006,na,,o,FO,,605,11376,162,1775,278,2070,166,251189
299,corso,noun,295.67,3,60,586,241,832643,36008,0.00038370000000000006,m,,,FO,,290,22438,358,933,543,1048,141,282120
300,finire,verb,295.67,3,405,198,284,314056,153484,0.00032403600000000004,na,either,,FO,,1275,4474,644,505,454,1252,673,84296
301,lungo,preposition,298.0,2,,383,213,,0,0,na,,,FO,,281,0,94,0,176,0,126,0
302,bisognare,verb,300.0,3,586,138,176,226117,234078,0.000496,na,avere,,FO,,215,28718,198,1574,246,2376,1499,37361
303,verso,preposition,302.0,2,,400,204,,58037,0.000435758,na,,,FO,,323,20476,127,2116,145,4175,139,282946
304,giusto,adjective,303.67,3,472,166,273,271907,0,0,na,,o,FO,,431,0,568,0,660,0,2352,0
305,morire,verb,303.67,3,480,151,280,268957,215168,0.000331199,na,essere,,FO,,2032,2315,1301,214,197,3036,240,203615
306,vicino,adverb,306.5,2,,299,314,,82410,0.0002922,na,,,FO,,757,8774,632,511,373,1542,351,147851
307,diritto,noun,306.67,3,42,656,222,1065356,31620,0.000410724,m,,,FO,,54,109600,221,1346,385,1481,374,139198
308,gente,noun,307.67,3,505,221,197,259462,129261,0.00044047,f,,,FO,,1329,4222,1134,261,270,2141,2366,21953
309,unico,adjective,308.0,3,120,431,373,601292,51887,0.0002459,na,,o,FO,,546,12642,627,518,1739,331,455,118139
310,mezzo,adverb,308.0,2,,367,249,,0,0,na,,,FO,,401,0,600,0,131,0,494,0
311,presentare,verb,310.33,3,53,569,309,875122,37233,0.0002959580000000001,na,avere,,FO,,100,55287,750,427,455,1252,142,281923
312,prova,noun,313.33,3,304,297,339,383427,82688,0.0002704,f,,,FO,,692,9710,753,425,434,1310,587,95003
313,settimana,noun,315.0,3,429,260,256,296653,103047,0.00036700000000000003,f,,,FO,,483,14307,1009,307,1609,358,609,91579
314,almeno,adverb,315.5,2,,339,292,,70410,0.000316,na,,,FO,,750,8859,431,762,445,1284,851,67333
315,forte,adjective,318.67,3,271,353,332,409338,67038,0.00027820000000000004,na,,e,FO,,446,15105,202,1542,324,1793,437,121085
316,perdere,verb,321.33,3,360,267,337,342475,96660,0.000274865,na,avere,,FO,,1146,5226,674,480,483,1155,698,81423
317,situazione,noun,321.33,3,130,505,329,578976,41868,0.0002808,f,,,FO,,101,54607,369,903,2613,212,691,82458
318,film,noun,324.0,3,242,425,305,439651,53051,0.00030351,m,,,FO,,4822,526,3107,61,,,69,537665
319,partire,verb,324.33,3,314,466,193,376074,46615,0.00044616899999999995,na,essere,,FO,,393,16974,268,1144,267,2179,88,422071
320,prossimo,adjective,325.0,3,300,324,351,384488,74592,0.0002593,na,,o,FO,,258,24657,251,1213,1599,362,2446,21039
321,tanto,adverb,328.0,2,,394,262,,58868,0.00036060000000000004,na,,,FO,,1110,5441,1402,195,167,3615,2025,26304
322,tanto,conjunction,328.0,2,,394,262,,0,0,na,,,FO,,1110,0,1402,0,167,0,2025,0
323,tanto,pronoun,328.0,2,,394,262,,0,0,na,,,FO,,1110,0,1402,0,167,0,2025,0
324,uso,noun,328.33,3,212,557,216,464524,37952,0.00041829,m,,,FO,,693,9693,165,1742,582,994,257,191212
325,alto,adverb,328.5,2,,405,252,,0,0,na,,,FO,,605,0,162,0,278,0,166,0
326,decidere,verb,330.33,3,282,364,345,398945,64399,0.000262999,na,avere,,FO,,366,17946,672,482,2390,236,322,159382
327,presidente,noun,330.67,3,140,528,324,556451,40206,0.0002857,m,,,FO,,30,181142,168,1730,2101,274,291,172098
328,presidente,noun,330.67,3,140,528,324,556451,0,0,f,,,FO,,30,0,168,0,2101,0,291,0
329,aspettare,verb,332.67,3,650,108,240,210299,312763,0.0003864920000000001,na,avere,,FO,,345,19290,485,677,378,1513,755,76096
330,acqua,noun,333.0,3,245,374,380,436250,62992,0.000244,f,,,FO,,862,7375,667,486,488,1147,335,155326
331,aiutare,verb,333.67,3,573,175,253,231430,175266,0.00036801099999999996,na,avere,,FO,,416,16055,231,1288,512,1104,422,126037
332,informazione,noun,333.67,3,66,570,365,787068,37093,0.0002513,f,,,FO,,237,26094,615,526,3251,165,660,85710
333,dato,noun,335.33,3,95,673,238,659905,30745,0.000392,m,,,FO,,250,25369,185,1645,291,1983,288,172847
334,proprio,adjective,335.67,3,817,116,74,170258,0,0,na,,o,FO,,76,0,66,0,148,0,82,0
335,ok,adverb,338.0,2,,64,612,,513655,0.000158,na,,,FO,,30344,10,,,,,13997,1908
336,bastare,verb,340.67,3,534,220,268,247027,130045,0.00034851599999999994,na,essere,,FO,,1139,5280,1191,244,286,2025,3890,11898
337,occhio,noun,340.67,3,411,268,343,309913,95971,0.0002674,m,,,FO,,1589,3321,1613,168,184,3266,1015,56081
338,forte,adverb,342.5,2,,353,332,,0,0,na,,,FO,,446,0,202,0,324,0,437,0
339,terra,noun,345.0,3,401,334,300,315966,71590,0.0003117,f,,,FO,,1800,2778,1209,240,143,4247,276,181847
340,amore,noun,348.0,3,394,273,377,318924,93784,0.00024501,m,,,FO,,5753,378,6546,16,287,2013,740,77860
341,creare,verb,348.67,3,210,549,287,466744,38846,0.00031827299999999994,na,avere,,FO,,227,27553,138,2007,1392,419,272,182611
342,provare,verb,350.0,3,510,219,321,258549,130180,0.0002904210000000001,na,avere,,FO,,2210,2031,2185,110,523,1089,2006,26607
343,studio,noun,350.67,3,116,679,257,606068,30288,0.000366,m,,,FO,,787,8377,575,560,621,937,129,300244
344,però,conjunction,352.0,2,,530,174,,40149,0.000501,na,,,FO,,248,25502,275,1117,210,2721,183,238731
345,umano,adjective,354.67,3,188,480,396,489267,44601,0.00023400000000000002,na,,o,FO,,160,38668,353,945,537,1058,557,99326
346,continuare,verb,355.67,3,232,407,428,443015,56279,0.00021967799999999998,na,either,,FO,,265,23934,232,1286,478,1165,486,110237
347,vista,noun,356.0,3,318,416,334,373317,54590,0.000277,f,,,FO,,272,23479,450,737,486,1148,568,98037
348,ben,adverb,356.5,2,,432,281,,51786,0.000331,na,,,,,430,15521,278,1110,146,4086,370,140362
349,causa,noun,357.33,3,292,490,290,391195,43569,0.0003167,f,,,FO,,329,20173,230,1293,339,1680,158,262401
350,generale,adjective,358.33,3,111,700,264,616270,29472,0.00035750999999999996,na,,e,FO,,231,27449,366,920,237,2448,159,261985
351,giocare,verb,363.33,3,651,251,188,209907,109198,0.000449495,na,avere,,FO,,981,6300,553,588,2722,203,108,339945
352,amare,verb,366.33,3,546,213,340,241389,133074,0.0002697020000000001,na,avere,,FO,,4036,724,3321,55,364,1581,1442,38749
353,padre,noun,368.67,3,624,152,330,216093,215103,0.0002804,m,,,FO,,3088,1158,3346,54,218,2675,216,216104
354,base,noun,370.67,3,58,776,278,836757,25883,0.0003351,f,,,FO,,154,40618,151,1870,1649,350,206,220676
355,esistere,verb,371.33,3,254,525,335,427048,40348,0.0002766530000000001,na,essere,,FO,,279,23052,548,596,1538,374,546,100661
356,fatto,noun,372.33,3,68,587,462,779979,35861,0.000204,m,,,FO,,918,6858,937,332,263,2208,1518,36866
357,primo,noun,372.33,3,751,270,96,185781,0,0,m,,,FO,,155,0,140,0,97,0,48,0
358,ricerca,noun,372.67,3,59,711,348,834182,29014,0.0002615,f,,,FO,,268,23768,339,971,1651,350,405,131360
359,avanti,adverb,373.0,2,,275,471,,91453,0.0002,na,,,FO,,516,13472,456,729,852,695,1514,36967
360,avanti,preposition,373.0,2,,275,471,,0,0,na,,,FO,,516,0,456,0,852,0,1514,0
361,ricevere,verb,373.67,3,414,357,350,307985,65992,0.00025939500000000005,na,avere,,FO,,480,14335,578,556,525,1082,397,132936
362,successo,noun,375.33,3,615,192,319,218534,158541,0.00029120000000000003,m,,,FO,,499,13905,320,1022,1471,389,230,210239
363,libero,adjective,376.33,3,365,418,346,338996,54046,0.0002628,na,,o,FO,,427,15589,501,650,464,1214,576,97166
364,continuo,adverb,377.0,2,,397,357,,58331,0.0002561,na,,,FO,,624,11066,439,752,667,884,790,72746
365,tale,adjective,378.0,3,28,876,230,1271709,22088,0.0003968,na,,e,FO,,43,135028,70,3539,73,7457,143,281552
366,durante,preposition,378.5,2,,556,201,,38077,0.000437,na,,,FO,,465,14698,329,992,702,847,64,559819
367,milione,noun,378.67,3,199,538,399,478341,39640,0.0002339,m,,,FO,,288,22473,194,1581,1961,294,447,119218
368,nemmeno,adverb,383.5,2,,304,463,,81033,0.000204,na,,,FO,,1306,4334,2015,121,897,656,3505,13506
369,favore,noun,385.33,3,507,190,459,259224,159355,0.00020617,m,,,FO,,138,43273,511,638,846,701,1087,51873
370,corpo,noun,386.33,3,431,360,368,295571,65140,0.0002477,m,,,FO,,2461,1710,3113,61,326,1768,300,169084
371,parere,noun,386.33,3,406,371,382,313571,63339,0.00024391600000000003,m,,,FO,,206,29753,2228,107,138,4432,1955,27569
372,intendere,verb,386.67,3,250,337,573,430165,70773,0.00016824000000000003,na,avere,,FO,,270,23626,1040,296,357,1607,1410,39460
373,lì,adverb,387.5,2,,279,496,,89911,0.000191,na,,,FO,,3205,1086,1917,129,1054,559,1386,40317
374,vicino,adjective,387.67,3,550,299,314,240261,0,0,na,,o,FO,,757,0,632,0,373,0,351,0
375,eh,interjection,388.0,2,,255,521,,104575,0.000182,na,,,,,29434,11,32063,1,2553,218,30739,529
376,presente,adjective,388.33,3,41,828,296,1071538,24038,0.000315,na,,e,FO,,256,24760,1064,285,345,1650,169,250362
377,ordine,noun,391.0,3,204,458,511,472105,47350,0.0001848,m,,,FO,,714,9398,921,340,302,1920,296,171015
378,voce,noun,393.0,3,386,476,317,321433,44921,0.0002916,f,,,FO,,970,6423,1542,176,222,2622,545,100831
379,ottenere,verb,395.0,3,262,579,344,420050,36683,0.000266038,na,avere,,FO,,293,22177,400,834,572,1004,109,330153
380,programma,noun,395.67,3,93,699,395,663319,29482,0.00023549999999999998,m,,,FO,,117,48703,174,1711,6439,67,394,133761
381,grado,noun,396.33,3,203,619,367,472143,33856,0.00024870000000000003,m,,,FO,,311,20955,169,1726,418,1347,352,147835
382,cominciare,verb,397.33,3,398,351,443,317214,67110,0.00021265500000000002,na,either,,FO,,989,6235,788,403,285,2031,535,102137
383,notte,noun,398.0,3,590,240,364,225290,112810,0.0002518,f,,,FO,,3621,879,4245,36,301,1923,809,71067
384,giovane,noun,398.33,3,435,462,298,294400,47026,0.000313,m,,,FO,,604,11379,536,611,265,2192,270,184332
385,giovane,noun,398.33,3,435,462,298,294400,0,0,f,,,FO,,604,0,536,0,265,0,270,0
386,essere,noun,399.33,3,1192,2,4,118805,0,0,m,,,FO,,4,0,4,0,6,0,4,0
387,dentro,adverb,401.0,2,,223,579,,124725,0.000166,na,,,FO,,5638,393,4703,30,544,1047,2562,19957
388,dentro,preposition,401.0,2,,223,579,,0,0,na,,,FO,,5638,0,4703,0,544,0,2562,0
389,sicurezza,noun,404.0,3,234,509,469,442849,41672,0.000200759,f,,,FO,,110,51878,266,1156,1988,290,1054,53461
390,effetto,noun,406.0,3,178,666,374,501567,31096,0.0002457,m,,,FO,,322,20479,173,1711,475,1173,554,99736
391,difficile,adjective,408.67,3,457,349,420,281969,67663,0.00022449999999999998,na,,e,FO,,424,15709,242,1255,978,607,1233,45720
392,aprire,verb,409.0,3,264,393,570,416417,59025,0.000169209,na,avere,,FO,,1149,5203,1591,172,894,659,814,70641
393,passo,noun,409.33,3,591,348,289,224492,67708,0.000317492,m,,,FO,,312,20929,386,864,292,1977,503,106971
394,quattro,numeral,409.5,2,,421,398,,53750,0.000234,na,,,FO,,816,7949,652,494,303,1912,170,249266
395,scegliere,verb,409.67,3,387,441,401,321217,50518,0.00023272200000000004,na,avere,,FO,,1049,5800,901,347,1734,333,829,69380
396,abbastanza,adverb,411.5,2,,293,530,,84028,0.000178,na,,,FO,,1327,4228,761,418,865,686,1761,31019
397,minuto,noun,414.67,3,622,261,361,216991,101754,0.0002537,m,,,FO,,1372,4007,3640,47,1024,578,887,63907
398,figlio,noun,417.67,3,328,453,472,368501,48137,0.0002,m,,,FO,,1778,2832,1497,182,802,738,499,107188
399,ah,interjection,420.5,2,,249,592,,109801,0.000162,na,,,,,15894,47,,,825,718,11010,2749
400,luogo,noun,423.67,3,142,819,310,551806,24347,0.0002952,m,,,FO,,187,33102,368,905,168,3613,282,176735
401,significare,verb,425.33,3,619,294,363,217596,83841,0.000252167,na,avere,,FO,,363,18207,379,890,759,773,715,79991
402,fondo,noun,425.67,3,241,583,453,440596,36347,0.00020810000000000002,m,,,FO,,158,39353,132,2064,607,958,852,67280
403,forma,noun,426.67,3,99,874,307,644366,22139,0.0002998,f,,,FO,,432,15497,482,681,334,1705,179,243184
404,cuore,noun,427.67,3,499,345,439,261071,68142,0.00021477,m,,,FO,,1348,4102,2295,103,248,2347,1245,45394
405,oltre,adverb,428.5,2,,667,190,,31088,0.000447,na,,,FO,,335,19958,204,1534,316,1839,127,302851
406,oltre,preposition,428.5,2,,667,190,,0,0,na,,,FO,,335,0,204,0,316,0,127,0
407,the,noun,428.67,3,500,493,293,260944,43070,0.000316,ambiguous,,,,gender not in NVdB or Morph-it!; verify,3702,842,188,1637,2392,235,87,440516
408,neanche,adverb,429.0,2,,311,547,,78191,0.000174,na,,,FO,,2059,2267,1853,136,2393,235,5438,7590
409,foto,noun,430.0,3,720,406,164,191026,56644,0.000525,f,,,FO,,10239,123,10345,6,,,2494,20550
410,testa,noun,433.67,3,686,243,372,197545,112047,0.00024639999999999997,f,,,FO,,3432,963,2612,84,435,1307,595,93761
411,necessario,adjective,436.67,3,83,809,418,700357,24793,0.00022459999999999998,na,,o,FO,,97,58233,160,1792,521,1095,722,79250
412,cura,noun,437.33,3,342,494,476,357296,42589,0.00019950000000000002,f,,,FO,,1525,3512,661,488,586,992,1052,53587
413,esempio,noun,438.33,3,113,960,242,613535,19968,0.0003837,m,,,FO,,165,37842,98,2533,566,1015,255,191739
414,vincere,verb,445.0,3,593,373,369,223886,62995,0.000247238,na,avere,,FO,,2649,1511,1404,195,509,1113,130,298501
415,sperare,verb,445.33,3,734,264,338,188192,98835,0.00027102499999999993,na,avere,,FO,,325,20454,1008,308,417,1350,2835,17405
416,incontrare,verb,446.33,3,679,301,359,200602,81928,0.0002555439999999999,na,avere,,FO,,844,7566,900,347,489,1143,293,171635
417,questione,noun,449.0,3,201,734,412,476002,27576,0.0002277,f,,,FO,,72,78034,261,1174,1256,464,1239,45474
418,pagare,verb,449.67,3,551,342,456,240169,70024,0.000207194,na,avere,,FO,,1137,5287,557,581,564,1016,1735,31660
419,vecchio,adjective,451.33,3,448,352,554,287428,67051,0.00017250000000000002,na,,o,FO,,1592,3311,1725,153,360,1590,813,70685
420,personale,noun,451.67,3,295,650,410,388821,31961,0.0002289,m,,,FO,,544,12646,802,393,1724,335,727,78868
421,personale,noun,451.67,3,295,650,410,388821,0,0,f,,,FO,,544,0,802,0,1724,0,727,0
422,considerare,verb,454.0,3,141,843,378,554998,23473,0.0002443,na,avere,,FO,,266,23908,245,1238,781,754,376,138191
423,giovane,adjective,454.0,3,602,462,298,222382,0,0,na,,e,FO,,604,0,536,0,265,0,270,0
424,magari,adverb,454.0,2,,344,564,,68849,0.00017,na,,,FO,,2624,1541,3337,54,5564,81,11574,2546
425,magari,conjunction,454.0,2,,344,564,,0,0,na,,,FO,,2624,0,3337,0,5564,0,11574,0
426,magari,interjection,454.0,2,,344,564,,0,0,na,,,FO,,2624,0,3337,0,5564,0,11574,0
427,relazione,noun,455.67,3,145,716,506,549280,28634,0.0001861,f,,,FO,,38,143761,549,595,765,768,574,97499
428,beh,interjection,456.5,2,,78,835,,415077,0.000115,na,,,FO,,14273,59,15262,3,,,47352,262
429,presto,adverb,456.5,2,,298,615,,82456,0.00015727999999999998,na,,,FO,,900,7007,1015,305,425,1330,870,65654
430,presto,interjection,456.5,2,,298,615,,0,0,na,,,FO,,900,0,1015,0,425,0,870,0
431,notizia,noun,457.0,3,524,468,379,248290,46440,0.00024400000000000002,f,,,FO,,1558,3425,979,318,430,1316,1062,53004
432,spiegare,verb,458.67,3,356,573,447,345067,36995,0.00021074199999999998,na,avere,,FO,,1111,5437,757,422,757,778,1294,43672
433,buon,adjective,459.67,3,641,316,422,212437,77308,0.000224,na,,invariable,,,718,9356,1033,298,315,1842,1556,36074
434,governo,noun,459.67,3,198,933,248,479243,20443,0.0003786,m,,,FO,,150,41475,50,5248,225,2586,267,184981
435,luce,noun,459.67,3,408,484,487,311527,44230,0.0001929,f,,,FO,,712,9432,1378,198,527,1078,638,87766
436,cinque,numeral,460.0,2,,413,507,,55436,0.000186,na,,,FO,,847,7516,540,606,480,1159,382,136400
437,parere,verb,461.0,3,630,371,382,215241,0,0,na,essere,,FO,,206,0,2228,0,138,0,1955,0
438,dietro,adverb,462.0,2,,404,520,,56981,0.000182,na,,,FO,,2003,2364,1435,190,377,1513,1056,53367
439,dietro,preposition,462.0,2,,404,520,,0,0,na,,,FO,,2003,0,1435,0,377,0,1056,0
440,ieri,adverb,462.0,2,,378,546,,62079,0.000174,na,,,FO,,920,6833,5732,20,2612,212,16418,1482
