rank,word,avg_rank,sources_count,rank_hermitdave,rank_orgtre,rank_wordfreq,count_hermitdave,count_orgtre,freq_wordfreq,rank_lip,count_lip,rank_news,count_news,rank_literature,count_literature,rank_wikipedia,count_wikipedia
6921,pubblicamente,8132.00,3,9632,8808,5956,1382,3717,1.35e-05,4301,997,4152,53,4797,113,5604,8891
6922,khan,8132.67,3,7683,7025,9690,1894,5061,7.24e-06,37662,20,24417,3,20588,19,4831,10518
6923,fuggito,8133.33,3,5790,5558,13052,2763,6879,4.79e-06,33591,25,19766,4,5303,102,13323,3005
6924,figure,8134.33,3,10787,11373,2243,1185,2598,4.07e-05,9606,290,5286,37,2932,192,1572,33168
6925,godere,8134.33,3,9433,10060,4910,1421,3074,1.7e-05,3287,1452,6785,26,4280,128,11392,3672
6926,mosso,8134.33,3,7608,7894,8901,1923,4336,8.13e-06,10443,249,9721,14,3093,183,11573,3607
6927,trofeo,8134.67,3,8247,7948,8209,1728,4299,9.12e-06,,4,,,32818,10,2781,18901
6928,stanley,8136.00,3,5521,5744,13143,2929,6613,4.79e-06,41607,16,8504,18,,1,6021,8228
6929,natalie,8136.33,3,4128,4594,15687,4205,8821,3.72e-06,,,,,,,14526,2672
6930,estraneo,8138.00,3,7137,7286,9991,2091,4813,6.92e-06,16010,116,14243,7,12022,39,14550,2665
6931,primario,8139.33,3,8831,8822,6765,1563,3711,1.15e-05,4463,951,2726,95,19145,21,6576,7419
6932,prenderci,8143.00,3,4655,4552,15222,3662,8896,3.89e-06,17691,95,22993,3,41864,7,,40
6933,indice,8145.33,3,10919,10293,3224,1167,2973,2.75e-05,7688,414,1864,152,4268,128,4036,12772
6934,taci,8145.33,3,4136,4526,15774,4198,8969,3.72e-06,,1,,,15347,28,,61
6935,foste,8145.67,3,3725,3574,17138,4762,11783,3.24e-06,32429,27,,,6755,78,,57
6936,lesbiche,8145.67,3,8292,8598,7547,1710,3842,1e-05,16883,105,13151,9,,,20869,1618
6937,dintorni,8146.33,3,9557,9702,5180,1398,3248,1.58e-05,19546,78,22062,3,5721,93,5108,9889
6938,onorevole,8147.00,3,7239,7674,9528,2053,4494,7.41e-06,114,49215,39846,1,9366,53,14712,2624
6939,sedersi,8147.33,3,6096,6610,11736,2570,5496,5.62e-06,15943,117,23205,3,10877,44,26694,1120
6940,tubi,8147.33,3,8064,8313,8065,1780,4039,9.33e-06,35538,22,12598,9,22843,17,7329,6492
6941,vuoti,8148.00,3,8262,8274,7908,1721,4070,9.55e-06,10628,242,15734,6,12412,37,15863,2369
6942,dissero,8150.00,3,6233,7142,11075,2493,4956,6.03e-06,26038,44,,1,3144,179,21594,1535
6943,chiederlo,8150.67,3,4207,4158,16087,4107,9897,3.55e-06,22825,58,,,40211,7,,72
6944,samuel,8150.67,3,6776,6886,10790,2238,5205,6.31e-06,48285,11,19528,4,41904,7,4839,10500
6945,chimico,8151.00,3,8900,8321,7232,1549,4037,1.05e-05,12525,181,28722,2,23810,16,6149,8019
6946,imparando,8151.67,3,7519,7254,9682,1954,4836,7.24e-06,23547,54,9021,16,32277,10,25987,1166
6947,nomina,8152.00,3,11115,10238,3103,1136,2999,2.88e-05,2629,1944,4046,55,2669,210,2099,25314
6948,temporanea,8152.33,3,8698,8155,7604,1594,4154,1e-05,3252,1470,3316,73,26531,13,9871,4429
6949,gialla,8155.00,3,7976,8514,7975,1802,3902,9.33e-06,30893,30,5897,32,6405,82,5887,8434
6950,setta,8155.33,3,8330,7489,8647,1694,4647,8.51e-06,29707,33,46793,1,3011,188,10571,4046
6951,introdotto,8155.67,3,10438,9818,4211,1241,3186,2.04e-05,2473,2093,2911,88,7748,66,2469,21455
6952,torneremo,8157.33,3,3861,3841,16770,4564,10813,3.39e-06,12869,173,,,25494,14,,41
6953,provenienti,8157.67,3,11081,11223,2169,1141,2650,4.27e-05,1621,3692,1472,198,14497,30,1167,44170
6954,consideri,8159.33,3,7203,7304,9971,2065,4805,6.92e-06,7143,464,3420,70,11447,41,19613,1771
6955,pochissimo,8159.67,3,9285,8934,6260,1455,3642,1.26e-05,11882,199,18608,5,7876,65,19033,1844
6956,costano,8160.00,3,7421,8202,8857,1989,4121,8.13e-06,11527,210,9031,16,18424,22,,321
6957,molly,8161.00,3,2609,2744,19130,7362,16506,2.75e-06,,,,,,,13905,2836
6958,specifica,8161.00,3,10952,10221,3310,1161,3007,2.69e-05,1605,3717,5185,38,13819,32,3800,13630
6959,dirla,8161.33,3,7149,6452,10883,2087,5656,6.17e-06,10462,248,11440,11,15833,27,,208
6960,biancheria,8162.33,3,5703,6224,12560,2816,5955,5.01e-06,35992,22,,,14546,30,27265,1084
6961,atterraggio,8165.00,3,5978,6141,12376,2643,6052,5.13e-06,15571,123,6100,30,,,4886,10383
6962,fondatore,8165.00,3,11354,9359,3782,1099,3395,2.29e-05,13598,157,6470,27,6469,81,1929,27580
6963,austin,8167.33,3,6529,6943,11030,2348,5147,6.03e-06,,2,22663,3,,1,6134,8041
6964,darebbe,8167.67,3,6914,6887,10702,2185,5204,6.31e-06,8037,385,4958,41,6017,88,,398
6965,tipica,8167.67,3,9900,10192,4411,1331,3020,1.95e-05,12518,181,6951,25,,3,3046,17171
6966,appassionato,8168.00,3,8907,9282,6315,1548,3431,1.23e-05,16184,114,22860,3,10768,45,6298,7819
6967,compri,8168.67,3,6053,6655,11798,2596,5454,5.5e-06,,8,,1,28099,12,,68
6968,schifoso,8172.00,3,4811,5153,14552,3508,7570,4.17e-06,,3,,,30109,11,,35
6969,lascialo,8172.33,3,2041,2161,20315,9969,21843,2.51e-06,,1,,,29734,11,,25
6970,negativi,8173.00,3,9519,10070,4930,1404,3068,1.7e-05,2528,2029,1026,295,42708,7,7181,6649
6971,copione,8176.33,3,5438,6064,13027,2991,6158,4.79e-06,30038,32,9334,15,,3,17161,2131
6972,complotto,8177.67,3,8660,8505,7368,1603,3909,1.02e-05,28943,35,8346,18,35025,9,8805,5135
6973,organizzata,8178.33,3,10760,10613,3162,1188,2851,2.82e-05,1858,3105,7260,23,26363,14,2440,21768
6974,bravissima,8179.33,3,5883,5867,12788,2700,6445,4.9e-06,,5,,,,1,,99
6975,videogiochi,8179.67,3,10146,9704,4689,1290,3247,1.82e-05,18816,85,23061,3,,,3513,14849
6976,scommettere,8182.00,3,4724,4801,15021,3596,8338,3.98e-06,19898,76,6875,25,30498,11,,388
6977,fidanzamento,8188.00,3,4830,4827,14907,3491,8288,3.98e-06,,5,,,,5,10709,3988
6978,positivi,8188.33,3,10499,10258,3808,1232,2990,2.29e-05,1274,4842,1733,166,28789,12,6782,7153
6979,mento,8189.00,3,6263,6423,11881,2477,5691,5.5e-06,,3,,,8179,62,20002,1720
6980,fucili,8189.33,3,6749,7290,10529,2248,4810,6.46e-06,31567,29,30650,2,5890,90,9524,4646
6981,piombo,8189.67,3,8339,8221,8009,1693,4109,9.33e-06,8028,386,23196,3,6211,85,7298,6519
6982,contessa,8190.33,3,7238,7866,9467,2053,4362,7.41e-06,,5,,,2509,226,4534,11314
6983,osservando,8194.67,3,7873,7660,9051,1829,4505,7.94e-06,9647,288,6728,26,8709,58,11562,3610
6984,scrittori,8194.67,3,10330,10874,3380,1261,2758,2.63e-05,18344,89,14617,7,931,602,3856,13415
6985,superficiale,8195.00,3,8956,8839,6790,1536,3698,1.15e-05,10551,245,8406,18,17584,24,7805,5972
6986,genetica,8197.00,3,8416,7885,8290,1669,4344,8.91e-06,5396,718,5171,39,36162,9,7444,6360
6987,riconosciuta,8197.00,3,9759,9612,5220,1359,3286,1.58e-05,4074,1079,6645,26,6722,78,4185,12253
6988,iniziali,8197.67,3,9080,8775,6738,1502,3733,1.15e-05,5097,780,4253,51,28282,12,4204,12206
6989,cal,8198.00,3,5498,5432,13664,2945,7083,4.47e-06,,1,,,34959,9,19696,1759
6990,controllata,8199.67,3,8942,8688,6969,1539,3786,1.1e-05,6085,593,4775,43,,3,5394,9276
6991,nora,8199.67,3,4740,4170,15689,3577,9857,3.72e-06,,3,,,,3,12061,3424
6992,ingegneria,8203.67,3,10029,9927,4655,1308,3132,1.82e-05,13832,153,3225,76,48016,6,3840,13469
6993,soprannome,8206.33,3,7167,7206,10246,2079,4890,6.76e-06,,10,28839,2,5521,98,5102,9899
6994,sudore,8206.33,3,7385,7652,9582,2000,4512,7.41e-06,28867,35,23285,3,7370,70,36585,692
6995,rob,8207.33,3,5556,6357,12709,2904,5777,5.01e-06,,6,,,,3,9391,4724
6996,condizionata,8207.67,3,7859,8065,8699,1835,4210,8.32e-06,12218,189,8826,17,,3,15765,2391
6997,rotelle,8208.00,3,5666,5831,13127,2836,6488,4.79e-06,19166,82,,,23343,16,15928,2356
6998,amelia,8208.33,3,6093,5355,13177,2571,7205,4.68e-06,,,38068,1,27566,13,10680,4003
6999,tenermi,8208.67,3,4569,4279,15778,3757,9548,3.72e-06,,10,,,12488,37,,13
7000,organizzando,8211.00,3,7185,7243,10205,2072,4853,6.76e-06,9763,281,14490,7,,3,12939,3120
7001,gelosia,8211.67,3,7391,8226,9018,1999,4106,7.94e-06,47973,11,,1,2694,209,10217,4230
7002,cercata,8216.33,3,6124,5954,12571,2555,6311,5.01e-06,30567,31,,,15863,27,47339,462
7003,insistere,8217.67,3,7330,7464,9859,2020,4664,7.08e-06,2138,2574,5402,36,13012,35,37025,679
7004,ragno,8217.67,3,6929,6948,10776,2180,5136,6.31e-06,,4,20967,4,23119,16,6551,7449
7005,but,8220.33,3,8369,7313,8979,1682,4794,7.94e-06,16646,108,989,310,49593,5,17555,2062
7006,laureato,8221.00,3,8935,9367,6361,1541,3391,1.23e-05,46619,12,12909,9,28775,12,3977,12971
7007,butto,8226.00,3,6547,7092,11039,2339,4999,6.03e-06,,2,,,,4,,102
7008,dimenticate,8226.00,3,7158,7865,9655,2083,4363,7.24e-06,11193,221,12338,10,13493,33,39677,610
7009,traguardo,8227.67,3,9181,9851,5651,1479,3167,1.45e-05,6219,575,6092,30,,,3925,13148
7010,spettatori,8228.00,3,9461,10261,4962,1418,2986,1.7e-05,12026,194,12775,9,4123,133,3093,16920
7011,dossier,8228.33,3,7161,7010,10514,2082,5075,6.46e-06,3651,1257,21933,3,,,19047,1842
7012,vodka,8228.33,3,4470,4700,15515,3854,8548,3.8e-06,11185,222,,1,,,30500,916
7013,sandy,8229.33,3,5442,6314,12932,2990,5823,4.9e-06,,2,13916,8,,,13160,3045
7014,subire,8229.33,3,9590,9558,5540,1390,3309,1.48e-05,3809,1187,3895,58,7784,66,6584,7405
7015,chiedergli,8230.00,3,6567,6500,11623,2330,5609,5.62e-06,11866,199,29407,2,11241,42,20795,1627
7016,denunciare,8230.00,3,9128,9098,6464,1492,3541,1.2e-05,4278,1006,10135,13,31036,11,15916,2359
7017,becca,8231.00,3,5474,5312,13907,2970,7269,4.37e-06,,2,,,,,33283,802
7018,prenderne,8231.67,3,6586,6772,11337,2317,5317,5.89e-06,10298,255,15063,7,15003,29,28581,1012
7019,generatore,8234.33,3,7199,6973,10531,2067,5112,6.46e-06,31613,29,21431,4,,,12833,3151
7020,fidanzati,8235.67,3,6035,6250,12422,2608,5911,5.13e-06,,3,,,27015,13,22839,1414
7021,jung,8237.67,3,5222,5997,13494,3151,6263,4.57e-06,40679,16,,,,1,11677,3563
7022,scambiare,8240.33,3,7518,7289,9914,1954,4810,7.08e-06,8762,334,6864,25,22787,17,18780,1874
7023,alpha,8242.33,3,7202,6303,11222,2065,5834,5.89e-06,49430,10,13017,9,,1,9849,4440
7024,intendeva,8242.33,3,7613,7607,9507,1919,4547,7.41e-06,7525,428,10144,13,5176,105,7406,6404
7025,selezione,8244.00,3,10345,11267,3120,1258,2638,2.88e-05,4323,991,5653,34,33676,10,2428,21867
7026,studia,8244.00,3,8958,10235,5539,1534,3002,1.48e-05,26120,44,19642,4,7667,67,5815,8540
7027,condoglianze,8246.00,3,5783,5272,13683,2765,7352,4.47e-06,6779,504,,,41696,7,49141,434
7028,modificare,8247.00,3,10277,9891,4573,1268,3149,1.86e-05,1424,4227,2376,115,21586,18,6227,7908
7029,onorato,8248.00,3,7018,6965,10761,2147,5121,6.31e-06,11262,220,23728,3,6688,79,13303,3009
7030,convincente,8249.00,3,6907,6407,11433,2190,5714,5.75e-06,6411,548,3394,70,,4,19862,1738
7031,riccardo,8249.00,3,9867,10645,4235,1338,2837,2.04e-05,,6,,,1675,337,3133,16758
7032,avvelenato,8251.33,3,6267,5932,12555,2477,6341,5.01e-06,26026,44,14675,7,17313,24,17224,2121
7033,passava,8251.33,3,7709,7842,9203,1888,4376,7.76e-06,35691,22,49801,1,2671,210,10010,4349
7034,dialogo,8254.33,3,10644,11419,2700,1210,2584,3.31e-05,443,14629,2724,95,4021,137,4798,10598
7035,manica,8256.67,3,7687,7564,9519,1893,4585,7.41e-06,10065,266,9398,15,22410,17,10205,4235
7036,intensa,8259.00,3,9489,9474,5814,1411,3345,1.38e-05,7175,461,5594,34,10220,48,4977,10161
7037,sospetta,8259.00,3,7055,7104,10618,2128,4986,6.46e-06,14832,134,31024,2,10450,46,10900,3888
7038,competere,8259.33,3,8057,8470,8251,1781,3941,8.91e-06,4263,1012,3128,79,23815,16,8020,5768
7039,controllando,8260.00,3,4109,3828,16843,4227,10864,3.31e-06,16422,111,14308,7,,,24750,1255
7040,agenzie,8260.33,3,10400,9608,4773,1250,3287,1.74e-05,1410,4271,1268,236,,,9038,4981
7041,sennò,8260.67,3,8404,9843,6535,1672,3174,1.2e-05,,2,,,,,,53
7042,cass,8261.00,3,7842,5894,11047,1840,6408,6.03e-06,,,14156,8,11422,42,26604,1125
7043,banale,8266.33,3,8691,9011,7097,1596,3597,1.07e-05,12689,177,12867,9,,4,18594,1901
7044,degna,8266.67,3,8653,8493,7654,1605,3919,9.77e-06,6747,507,10842,12,2139,263,11806,3514
7045,violato,8267.00,3,7248,6716,10837,2048,5379,6.31e-06,6713,511,6208,29,26014,14,17940,1999
7046,potenziali,8267.67,3,9479,8931,6393,1413,3644,1.23e-05,2963,1674,1375,215,,,8682,5235
7047,pigiama,8268.67,3,5812,5883,13111,2747,6422,4.79e-06,,,,,,,42713,543
7048,trasmesso,8269.00,3,10021,10179,4607,1309,3026,1.86e-05,4840,841,12090,10,14332,31,2384,22230
7049,valley,8269.00,3,6977,7187,10643,2165,4916,6.46e-06,40260,17,3847,59,,,5907,8396
7050,blair,8269.33,3,5168,4547,15093,3193,8908,3.89e-06,4803,852,9654,14,,,12962,3112
7051,finanziari,8272.67,3,9991,9733,5094,1315,3230,1.62e-05,659,10183,239,1200,,4,5828,8522
7052,preghiamo,8273.67,3,6845,7209,10767,2210,4887,6.31e-06,17801,94,,,17207,24,,80
7053,capolavoro,8274.33,3,9288,10063,5472,1454,3071,1.48e-05,24547,50,19757,4,13318,34,7806,5970
7054,uva,8276.67,3,7951,8360,8519,1809,4008,8.71e-06,31250,30,46632,1,8136,63,10301,4184
7055,vip,8276.67,3,8166,8452,8212,1752,3953,9.12e-06,,4,,,,,17562,2061
7056,campanello,8278.33,3,5266,6158,13411,3126,6035,4.57e-06,12341,186,7824,20,12623,36,38890,629
7057,es,8278.33,3,11401,11279,2155,1093,2634,4.27e-05,2448,2118,16530,6,1839,306,3200,16352
7058,chiedeva,8279.67,3,8795,9084,6960,1571,3550,1.1e-05,6086,593,11810,10,3327,169,10986,3846
7059,arrivò,8280.67,3,8304,9445,7093,1707,3357,1.07e-05,35849,22,11157,11,3366,167,1597,32841
7060,cogliere,8280.67,3,9254,9132,6456,1461,3514,1.2e-05,2024,2759,2533,105,6484,81,11759,3531
7061,bottone,8283.33,3,6594,6846,11410,2314,5236,5.75e-06,33215,26,,,24080,15,30929,898
7062,offeso,8283.67,3,7454,8044,9353,1974,4224,7.59e-06,20409,72,26481,2,4900,111,26156,1155
7063,chiacchierata,8285.00,3,4847,4443,15565,3474,9151,3.72e-06,49970,10,,,,1,49509,429
7064,tantissimi,8287.33,3,10322,9487,5053,1262,3341,1.66e-05,17682,95,48602,1,,,30883,900
7065,sacchetto,8288.67,3,6922,7155,10789,2183,4944,6.31e-06,,9,,,16434,26,30798,903
7066,dimenticavo,8289.00,3,5979,6290,12598,2642,5850,5.01e-06,,,,,,5,,5
7067,cannone,8289.33,3,6773,7051,11044,2240,5034,6.03e-06,,6,,,7278,71,4708,10842
7068,mel,8290.33,3,5068,6930,12873,3270,5160,4.9e-06,,1,,,15593,28,14277,2735
7069,guy,8290.67,3,6080,6752,12040,2579,5341,5.37e-06,24348,51,47853,1,,2,7062,6791
7070,misteriosa,8291.33,3,7711,7639,9524,1886,4522,7.41e-06,30974,30,44785,1,10350,47,7163,6671
7071,vitali,8291.33,3,7365,7405,10104,2005,4715,6.92e-06,7224,456,4211,52,12246,38,12217,3358
7072,en,8291.67,3,10628,11750,2497,1212,2476,3.63e-05,508,13056,15177,7,2320,243,2581,20462
7073,capodanno,8294.00,3,8794,9639,6449,1571,3277,1.2e-05,25672,46,44695,1,,,13691,2894
7074,perry,8295.00,3,6116,6490,12279,2560,5622,5.25e-06,10748,238,18057,5,,,7999,5782
7075,sub,8295.33,3,10728,9393,4765,1194,3381,1.78e-05,27494,39,19116,4,5609,96,6644,7324
7076,risonanza,8296.00,3,7942,8019,8927,1810,4241,8.13e-06,13286,164,10770,12,31365,11,8438,5428
7077,miliardo,8296.67,3,8415,8634,7841,1670,3820,9.55e-06,3820,1182,2339,117,,5,14274,2736
7078,lascerà,8298.00,3,7051,7099,10744,2131,4993,6.31e-06,12454,183,8447,18,15060,29,14313,2728
7079,prevedere,8300.00,3,9238,9034,6628,1465,3577,1.17e-05,1615,3699,1730,167,7770,66,12271,3343
7080,pecore,8300.67,3,7429,8268,9205,1986,4071,7.76e-06,11371,216,18432,5,8187,62,13090,3067
7081,mina,8302.00,3,7856,7345,9705,1835,4770,7.24e-06,9205,309,6641,26,14570,30,6857,7054
7082,wolf,8303.33,3,7266,7373,10271,2043,4745,6.76e-06,13302,163,9582,15,,3,7921,5845
7083,coltelli,8303.67,3,7307,7114,10490,2029,4980,6.46e-06,48989,11,,,13353,34,18331,1937
7084,carrello,8304.33,3,7803,7662,9448,1854,4504,7.41e-06,48728,11,,,,5,7744,6046
7085,vergogno,8304.33,3,6353,6804,11756,2433,5283,5.62e-06,19723,77,,,31900,10,,55
7086,osi,8305.00,3,5044,5364,14507,3290,7193,4.17e-06,21908,62,30551,2,17381,24,42661,544
7087,solite,8305.33,3,8592,8870,7454,1621,3682,1.02e-05,17655,96,18253,5,4381,125,27773,1055
7088,manifestazione,8305.67,3,11304,11719,1894,1107,2485,4.9e-05,4589,909,7969,20,18151,23,1671,31565
7089,maschere,8306.67,3,8385,8228,8307,1679,4105,8.91e-06,40180,17,29076,2,38101,8,11204,3751
7090,box,8307.67,3,9727,9633,5563,1363,3278,1.45e-05,15659,122,17585,5,,,4386,11662
7091,fantastiche,8309.00,3,6920,7110,10897,2183,4981,6.17e-06,41715,16,48499,1,11459,41,30029,938
7092,liscio,8311.00,3,7205,7176,10552,2064,4928,6.46e-06,37718,20,19530,4,7647,67,15902,2363
7093,riempito,8315.00,3,7535,7506,9904,1948,4626,7.08e-06,28686,36,11606,11,27480,13,19213,1823
7094,urlo,8315.33,3,6555,6815,11576,2335,5273,5.75e-06,,2,40071,1,12416,37,24935,1241
7095,meredith,8316.00,3,5123,4866,14959,3225,8194,3.98e-06,,,,,,,12390,3304
7096,tradotto,8316.33,3,9220,11045,4684,1469,2706,1.82e-05,8454,356,8127,19,3334,169,3968,12994
7097,rivisto,8318.00,3,7455,7266,10233,1974,4829,6.76e-06,7684,415,8385,18,,5,15418,2470
7098,escludere,8319.33,3,9213,8766,6979,1469,3740,1.1e-05,3161,1535,4460,48,10448,46,11287,3715
7099,teso,8319.67,3,7073,7070,10816,2121,5020,6.31e-06,5915,621,4552,46,12327,37,15770,2389
7100,interrogato,8321.00,3,6736,6553,11674,2253,5553,5.62e-06,19693,77,,,4857,112,14801,2604
7101,dance,8321.67,3,8257,8151,8557,1722,4157,8.51e-06,,2,,,,,4060,12686
7102,ralph,8324.67,3,5336,5595,14043,3067,6838,4.37e-06,,1,25008,3,46117,6,7726,6062
7103,sostituto,8325.00,3,8029,8011,8935,1789,4251,8.13e-06,15671,121,10203,13,35008,9,8157,5654
7104,partecipazione,8325.67,3,11603,11990,1384,1067,2408,6.76e-05,709,9558,1398,210,6441,82,1103,45997
7105,diciotto,8327.67,3,8445,8271,8267,1660,4070,8.91e-06,8739,335,8990,16,4901,111,6635,7334
7106,clarke,8329.67,3,7043,4273,13673,2136,9561,4.47e-06,20763,70,18916,5,,1,10347,4153
7107,anteriore,8330.00,3,9958,10418,4614,1321,2923,1.82e-05,17555,97,27939,2,5348,101,1894,28046
7108,north,8330.00,3,7089,6957,10944,2111,5127,6.17e-06,28802,36,6962,24,,2,3443,15271
7109,not,8330.67,3,10805,9441,4746,1183,3360,1.78e-05,18912,84,1612,177,30287,11,7825,5947
7110,soglia,8333.00,3,10069,10085,4845,1302,3060,1.74e-05,2737,1863,1678,172,3629,152,6246,7883
7111,puliti,8338.67,3,6604,6695,11717,2312,5402,5.62e-06,10576,244,12975,9,29780,11,37242,673
7112,ingannare,8339.67,3,6601,6566,11852,2312,5544,5.5e-06,11417,214,14270,7,11846,39,20155,1702
7113,componenti,8341.67,3,11451,11084,2490,1087,2692,3.63e-05,3514,1325,2606,101,3937,140,1398,37441
7114,perla,8341.67,3,8107,9199,7719,1769,3467,9.77e-06,35868,22,,,15360,28,15224,2516
7115,simboli,8341.67,3,10368,9520,5137,1255,3330,1.62e-05,6721,511,17493,5,15829,27,2777,18914
7116,antiche,8347.33,3,10497,10709,3836,1233,2812,2.24e-05,12138,191,11149,11,1312,425,1955,27217
7117,dette,8349.00,3,9721,9746,5580,1364,3221,1.45e-05,4650,893,21888,3,994,566,4370,11707
7118,clown,8350.33,3,5660,5716,13675,2840,6655,4.47e-06,,1,41669,1,,,16191,2307
7119,segua,8351.67,3,5719,5994,13342,2802,6268,4.68e-06,8349,362,15385,7,9862,50,44988,500
7120,balcone,8353.33,3,8934,9550,6576,1541,3317,1.17e-05,,2,,,9661,51,13504,2948
7121,riuscirci,8353.33,3,5675,5085,14300,2831,7716,4.27e-06,12309,187,14565,7,,5,21711,1523
7122,gemella,8354.33,3,7509,7024,10530,1958,5061,6.46e-06,,7,,,,2,11434,3654
7123,commissioni,8356.33,3,10075,9915,5079,1301,3135,1.62e-05,1655,3588,5991,31,8388,60,7615,6170
7124,fermarmi,8356.67,3,3937,3752,17381,4444,11139,3.16e-06,34330,24,,,24239,15,,49
7125,marcel,8358.33,3,7970,4848,12257,1804,8234,5.25e-06,42460,15,,,46726,6,7144,6697
7126,turco,8362.33,3,9096,10753,5238,1498,2795,1.58e-05,2841,1777,5411,36,2764,203,3233,16206
7127,svolto,8363.33,3,11161,10611,3318,1129,2852,2.69e-05,540,12513,2916,88,23415,16,2284,23413
7128,malcolm,8364.67,3,4663,4010,16421,3655,10308,3.47e-06,28460,37,38271,1,,1,9795,4469
7129,dona,8365.33,3,8620,8807,7669,1613,3717,9.77e-06,38124,19,27665,2,9555,52,10913,3882
7130,attraversando,8366.00,3,7753,8378,8967,1870,3997,7.94e-06,4639,897,4581,46,9927,49,7158,6673
7131,sapranno,8367.67,3,6220,5950,12933,2499,6319,4.9e-06,8480,354,14567,7,23278,16,,145
7132,difese,8368.00,3,9123,8320,7661,1494,4037,9.77e-06,11887,199,8751,17,1983,285,4032,12789
7133,abbattere,8368.67,3,8420,8315,8371,1669,4038,8.71e-06,7779,407,5512,35,10144,48,11618,3586
7134,douglas,8370.33,3,6512,6577,12022,2356,5529,5.37e-06,31780,29,17336,5,,2,4282,11987
7135,scherza,8370.33,3,7522,8024,9565,1953,4239,7.41e-06,,10,36174,1,22582,17,,250
7136,informatica,8371.33,3,11094,10067,3953,1138,3069,2.19e-05,8068,383,2904,88,,,5925,8368
7137,fermiamo,8372.33,3,6238,6042,12837,2491,6193,4.9e-06,27290,40,,,33595,10,,31
7138,lava,8374.00,3,7816,8277,9029,1852,4068,7.94e-06,34449,24,,,12352,37,11703,3552
7139,reazioni,8377.67,3,10415,10410,4308,1249,2925,2e-05,3845,1171,4623,45,19476,21,4489,11405
7140,sinceri,8379.00,3,7023,6373,11741,2144,5750,5.62e-06,6680,516,18493,5,11771,40,,281
7141,invenzione,8380.67,3,8748,9256,7138,1582,3443,1.07e-05,14192,146,9310,15,7119,73,5786,8578
7142,squalo,8381.67,3,5310,5757,14078,3090,6595,4.37e-06,21489,65,,,,,10273,4193
7143,gesu,8382.00,3,1427,1550,22169,15033,31926,2.19e-06,,,,,,,,52
7144,sharon,8382.00,3,5776,5302,14068,2770,7284,4.37e-06,6659,518,8325,19,,1,14268,2737
7145,impari,8382.67,3,6876,7166,11106,2202,4937,6.03e-06,16224,113,16631,6,25333,14,40321,594
7146,arrestata,8384.33,3,7126,7001,11026,2096,5086,6.03e-06,16743,106,34472,1,27101,13,11744,3537
7147,calzini,8387.33,3,6283,6494,12385,2471,5617,5.13e-06,,4,,,,,,318
7148,imminente,8390.00,3,8678,8197,8295,1599,4124,8.91e-06,6095,593,3098,81,6011,88,5977,8293
7149,piú,8393.00,3,10233,12054,2892,1275,2388,3.09e-05,38658,19,38195,1,250,2294,,17
7150,joel,8394.00,3,5673,5763,13746,2832,6591,4.47e-06,,3,,,,,11548,3615
7151,proveniente,8396.33,3,10460,10335,4394,1238,2958,1.95e-05,4663,889,4636,45,13172,34,2075,25579
7152,sedute,8397.33,3,8129,8132,8931,1764,4166,8.13e-06,4644,895,19961,4,7325,71,11690,3558
7153,discussioni,8398.33,3,10505,10988,3702,1231,2721,2.34e-05,899,7276,2502,106,7358,70,8516,5364
7154,lottato,8398.33,3,6528,6416,12251,2348,5702,5.25e-06,8482,354,9128,16,32684,10,20858,1619
7155,verdure,8402.00,3,7992,8546,8668,1799,3885,8.51e-06,32691,27,12519,9,47105,6,16072,2328
7156,wendy,8403.00,3,4326,4346,16537,3989,9395,3.47e-06,,1,44887,1,,,13687,2894
7157,consapevolezza,8403.67,3,11136,10733,3342,1132,2804,2.63e-05,2755,1843,2618,100,33094,10,8178,5639
7158,cleveland,8408.67,3,5245,5110,14871,3137,7660,3.98e-06,,2,,,,,6221,7918
7159,aiutata,8409.33,3,5446,4951,14831,2988,8012,3.98e-06,22552,59,17830,5,12393,37,16637,2226
7160,horror,8409.67,3,9677,9424,6128,1373,3366,1.29e-05,,3,,1,,,4944,10251
7161,rubati,8412.00,3,6484,6442,12310,2372,5665,5.25e-06,20179,74,34218,1,17427,24,21543,1540
7162,sti,8412.00,3,11476,9437,4323,1084,3362,2e-05,30934,30,,,,1,,260
7163,les,8413.67,3,9925,11183,4133,1327,2663,2.09e-05,33984,25,18120,5,1422,391,2359,22466
7164,aggressivo,8414.67,3,8105,7716,9423,1770,4462,7.41e-06,12151,191,5288,37,,3,11977,3453
7165,creativo,8415.67,3,8730,8868,7649,1585,3682,9.77e-06,10349,253,7449,22,,1,10207,4234
7166,francesca,8420.33,3,9726,10887,4648,1363,2754,1.82e-05,,2,,,12005,39,4488,11406
7167,manovra,8424.00,3,9823,10250,5199,1347,2994,1.58e-05,3865,1162,2463,109,12567,36,5377,9309
7168,chelsea,8425.00,3,7302,8168,9805,2030,4148,7.08e-06,,2,,,,,8978,5011
7169,suggerimento,8428.67,3,8050,8296,8940,1783,4053,8.13e-06,4567,915,11528,11,25961,14,12365,3312
7170,mari,8429.00,3,8548,10127,6612,1630,3044,1.17e-05,4707,878,6565,27,3177,177,6275,7848
7171,meraviglie,8429.00,3,8857,7975,8455,1556,4282,8.71e-06,30565,31,25130,3,10349,47,14878,2588
