rank	token	lemma_guess	count	cum_count	cum_pct_missing	cum_pct_corpus	category	english_gloss
1	perche	perche	489341	489341	3.4962	0.2026	tokeniser_fixable	
2	piu	piu	394239	883580	6.3130	0.3658	tokeniser_fixable	
3	cosi	cosi	369960	1253540	8.9563	0.5189	tokeniser_fixable	
4	tanto	tangere	158527	1412067	10.0889	0.5845	phantom_upstream_lemma	to touch, to touch emotionally, to elicit an emotional response in
5	farlo	farlo	150609	1562676	11.1650	0.6469	tokeniser_fixable	
6	e'	e'	77610	1640286	11.7195	0.6790	residual	
7	nessun	nessun	74557	1714843	12.2522	0.7099	residual	
8	perchè	perchè	71521	1786364	12.7632	0.7395	residual	
9	nessuna	nessun	57823	1844187	13.1764	0.7634	residual	
10	farti	farti	52593	1896780	13.5521	0.7852	tokeniser_fixable	
11	farmi	farmi	48776	1945556	13.9006	0.8054	tokeniser_fixable	
12	dammi	dammi	41718	1987274	14.1987	0.8226	residual	
13	fammi	fammi	40278	2027552	14.4865	0.8393	residual	
14	smettila	smettila	39023	2066575	14.7653	0.8555	residual	
15	dirmi	dirmi	36757	2103332	15.0279	0.8707	tokeniser_fixable	
16	dirlo	dirlo	35840	2139172	15.2840	0.8855	tokeniser_fixable	
17	vuol	vuol	34483	2173655	15.5303	0.8998	residual	
18	verita	verita	33992	2207647	15.7732	0.9139	tokeniser_fixable	
19	saperlo	saperlo	33097	2240744	16.0097	0.9276	tokeniser_fixable	
20	preoccuparti	preoccuparti	32145	2272889	16.2393	0.9409	tokeniser_fixable	
21	é	é	31392	2304281	16.4636	0.9539	residual	
22	dev'	dev'	31186	2335467	16.6864	0.9668	residual	
23	dirti	dirti	31022	2366489	16.9081	0.9796	tokeniser_fixable	
24	finche	finche	30933	2397422	17.1291	0.9924	tokeniser_fixable	
25	piu'	piu'	29996	2427418	17.3434	1.0049	residual	
26	i'	i'	29982	2457400	17.5576	1.0173	residual	
27	scusami	scusami	29718	2487118	17.7700	1.0296	tokeniser_fixable	
28	perche'	perche'	27909	2515027	17.9694	1.0411	residual	
29	vederti	vederti	27318	2542345	18.1646	1.0524	tokeniser_fixable	
30	charlie	charlie	26128	2568473	18.3512	1.0632	proper_noun	
31	lasciami	lasciami	26113	2594586	18.5378	1.0741	tokeniser_fixable	
32	mike	mike	25758	2620344	18.7218	1.0847	proper_noun	
33	vattene	vattene	23618	2643962	18.8906	1.0945	residual	shoo!, clear off!, go away!, flip off!
34	esserci	esserci	23436	2667398	19.0580	1.1042	tokeniser_fixable	to be at a place, to be there; there be, it to be, to take place; to occur, to exist or take place [with tra ‘between two people’]
35	george	george	22935	2690333	19.2219	1.1137	proper_noun	George
36	andra	andra	21809	2712142	19.3777	1.1227	proper_noun	
37	averlo	averlo	21473	2733615	19.5311	1.1316	tokeniser_fixable	
38	henry	henry	20777	2754392	19.6796	1.1402	proper_noun	
39	aiutarti	aiutarti	20443	2774835	19.8256	1.1487	tokeniser_fixable	
40	america	america	20120	2794955	19.9694	1.1570	proper_noun	America
41	jane	jane	20009	2814964	20.1124	1.1653	proper_noun	
42	possibilita	possibilita	20002	2834966	20.2553	1.1736	tokeniser_fixable	
43	fbi	fbi	19975	2854941	20.3980	1.1818	numerals_acronyms	FBI
44	ascoltami	ascoltami	19755	2874696	20.5391	1.1900	tokeniser_fixable	
45	bellissima	bellissima	19570	2894266	20.6790	1.1981	residual	
46	siediti	siediti	19109	2913375	20.8155	1.2060	residual	
47	parlarne	parlarne	19046	2932421	20.9516	1.2139	tokeniser_fixable	
48	danny	danny	18788	2951209	21.0858	1.2217	proper_noun	
49	alcun	alcun	18629	2969838	21.2189	1.2294	residual	some
50	percio	percio	18522	2988360	21.3512	1.2371	tokeniser_fixable	
51	farla	farla	18179	3006539	21.4811	1.2446	tokeniser_fixable	to make a fool of, to defecate, Used other than figuratively or idiomatically: compound of the infinitive fare with la
52	farsi	farsi	17721	3024260	21.6077	1.2519	tokeniser_fixable	to become, to make oneself, to elaborate on in one's mind
53	averti	averti	17557	3041817	21.7332	1.2592	tokeniser_fixable	
54	jake	jake	17148	3058965	21.8557	1.2663	proper_noun	
55	vederlo	vederlo	16874	3075839	21.9763	1.2733	tokeniser_fixable	
56	jimmy	jimmy	16613	3092452	22.0950	1.2801	proper_noun	
57	parlarti	parlarti	16610	3109062	22.2136	1.2870	tokeniser_fixable	
58	gliel'	gliel'	16490	3125552	22.3315	1.2939	residual	
59	aiutarmi	aiutarmi	16354	3141906	22.4483	1.3006	tokeniser_fixable	
60	farcela	farcela	16249	3158155	22.5644	1.3073	tokeniser_fixable	to be able to keep going; to be able to go on; to be able to take it, to be able to, to manage to, to make it
61	bellissimo	bellissimo	16047	3174202	22.6790	1.3140	residual	a surname transferred from the nickname
62	farle	farle	15798	3190000	22.7919	1.3205	tokeniser_fixable	
63	qualcos'	qualcos'	15591	3205591	22.9033	1.3270	residual	
64	steve	steve	15344	3220935	23.0129	1.3333	proper_noun	
65	darmi	darmi	15279	3236214	23.1221	1.3397	tokeniser_fixable	
66	darti	darti	15260	3251474	23.2311	1.3460	tokeniser_fixable	
67	gesu	gesu	15033	3266507	23.3385	1.3522	residual	
68	tommy	tommy	14889	3281396	23.4449	1.3584	proper_noun	Tommy, redcoat
69	maggior	maggior	14720	3296116	23.5501	1.3645	residual	
70	avermi	avermi	14689	3310805	23.6550	1.3705	tokeniser_fixable	
71	avra	avra	14464	3325269	23.7584	1.3765	residual	
72	aiutarla	aiutarla	14082	3339351	23.8590	1.3824	tokeniser_fixable	
73	ryan	ryan	13986	3353337	23.9589	1.3881	proper_noun	
74	guardami	guardami	13886	3367223	24.0581	1.3939	tokeniser_fixable	
75	londra	londra	13697	3380920	24.1560	1.3996	proper_noun	London
76	vederla	vederla	13677	3394597	24.2537	1.4052	tokeniser_fixable	
77	amy	amy	13630	3408227	24.3511	1.4109	proper_noun	
78	billy	billy	13615	3421842	24.4484	1.4165	proper_noun	
79	aiutami	aiutami	13584	3435426	24.5454	1.4221	tokeniser_fixable	
80	cosi'	cosi'	13573	3448999	24.6424	1.4277	residual	
81	richard	richard	13478	3462477	24.7387	1.4333	proper_noun	Richard
82	verra	verra	13224	3475701	24.8332	1.4388	residual	
83	averla	averla	13198	3488899	24.9275	1.4443	tokeniser_fixable	shrike
84	digli	digli	13014	3501913	25.0205	1.4496	residual	
85	daniel	daniel	13010	3514923	25.1134	1.4550	proper_noun	Daniel
86	dirle	dirle	12996	3527919	25.2063	1.4604	tokeniser_fixable	
87	parigi	parigi	12917	3540836	25.2986	1.4658	proper_noun	Paris
88	kevin	kevin	12887	3553723	25.3906	1.4711	proper_noun	
89	andartene	andartene	12862	3566585	25.4825	1.4764	tokeniser_fixable	
90	srt	srt	12789	3579374	25.5739	1.4817	numerals_acronyms	
91	johnny	johnny	12726	3592100	25.6648	1.4870	proper_noun	
92	maria	maria	12448	3604548	25.7538	1.4921	proper_noun	Maria
93	prendermi	prendermi	12305	3616853	25.8417	1.4972	tokeniser_fixable	
94	kate	kate	12295	3629148	25.9295	1.5023	proper_noun	
95	chris	chris	12245	3641393	26.0170	1.5074	proper_noun	
96	robert	robert	12005	3653398	26.1028	1.5124	proper_noun	Robert
97	andarci	andarci	11981	3665379	26.1884	1.5173	tokeniser_fixable	
98	adam	adam	11978	3677357	26.2740	1.5223	proper_noun	Adam
99	dirtelo	dirtelo	11977	3689334	26.3596	1.5272	tokeniser_fixable	
100	chiederti	chiederti	11925	3701259	26.4448	1.5322	tokeniser_fixable	
101	brian	brian	11829	3713088	26.5293	1.5371	proper_noun	
102	fargli	fargli	11810	3724898	26.6137	1.5420	tokeniser_fixable	
103	muoviti	muoviti	11794	3736692	26.6979	1.5468	residual	
104	charles	charles	11784	3748476	26.7821	1.5517	proper_noun	Charles
105	angeles	angeles	11783	3760259	26.8663	1.5566	residual	
106	scott	scott	11679	3771938	26.9498	1.5614	proper_noun	
107	rachel	rachel	11674	3783612	27.0332	1.5663	proper_noun	
108	laggiu	laggiu	11436	3795048	27.1149	1.5710	residual	
109	washington	washington	11424	3806472	27.1965	1.5757	proper_noun	Washington
110	pensarci	pensarci	11373	3817845	27.2777	1.5804	tokeniser_fixable	to think about it, to take care of it; to deal with it; to preoccupy oneself about
111	avro	avro	11243	3829088	27.3581	1.5851	residual	
112	eddie	eddie	11213	3840301	27.4382	1.5897	proper_noun	
113	claire	claire	11086	3851387	27.5174	1.5943	proper_noun	
114	emma	emma	11059	3862446	27.5964	1.5989	proper_noun	
115	emily	emily	11031	3873477	27.6752	1.6035	proper_noun	
116	trovarlo	trovarlo	10858	3884335	27.7528	1.6080	tokeniser_fixable	
117	scusatemi	scusatemi	10841	3895176	27.8303	1.6124	residual	
118	chiamami	chiamami	10828	3906004	27.9076	1.6169	tokeniser_fixable	
119	prenderti	prenderti	10697	3916701	27.9841	1.6214	tokeniser_fixable	
120	crederci	crederci	10687	3927388	28.0604	1.6258	tokeniser_fixable	
121	martin	martin	10686	3938074	28.1368	1.6302	proper_noun	only used in martin pescatore
122	esserlo	esserlo	10642	3948716	28.2128	1.6346	tokeniser_fixable	
123	andarmene	andarmene	10619	3959335	28.2887	1.6390	tokeniser_fixable	
124	josh	josh	10419	3969754	28.3631	1.6433	proper_noun	
125	eric	eric	10371	3980125	28.4372	1.6476	proper_noun	
126	credimi	credimi	10346	3990471	28.5111	1.6519	residual	
127	quand'	quand'	10314	4000785	28.5848	1.6562	residual	
128	nient'	nient'	10313	4011098	28.6585	1.6604	residual	
129	vedermi	vedermi	10308	4021406	28.7321	1.6647	tokeniser_fixable	
130	kim	kim	10296	4031702	28.8057	1.6690	proper_noun	
131	dirgli	dirgli	10291	4041993	28.8792	1.6732	tokeniser_fixable	
132	pete	pete	10258	4052251	28.9525	1.6775	proper_noun	
133	dargli	dargli	10235	4062486	29.0257	1.6817	tokeniser_fixable	
134	thomas	thomas	10156	4072642	29.0982	1.6859	proper_noun	Thomas
135	chiamarmi	chiamarmi	10003	4082645	29.1697	1.6900	tokeniser_fixable	
136	uccidermi	uccidermi	9976	4092621	29.2410	1.6942	tokeniser_fixable	
137	andarsene	andarsene	9974	4102595	29.3122	1.6983	tokeniser_fixable	to go away, leave, to leave, to get out of, to get away from, to pass away
138	lascialo	lascialo	9969	4112564	29.3835	1.7024	tokeniser_fixable	
139	annie	annie	9818	4122382	29.4536	1.7065	proper_noun	
140	o'	o'	9803	4132185	29.5236	1.7106	residual	
141	conoscerti	conoscerti	9719	4141904	29.5931	1.7146	tokeniser_fixable	
142	tantissimo	tantissimo	9702	4151606	29.6624	1.7186	residual	
143	prenderlo	prenderlo	9679	4161285	29.7316	1.7226	tokeniser_fixable	
144	chuck	chuck	9555	4170840	29.7998	1.7266	proper_noun	
145	luke	luke	9544	4180384	29.8680	1.7305	proper_noun	
146	simon	simon	9468	4189852	29.9357	1.7344	proper_noun	
147	ted	ted	9437	4199289	30.0031	1.7383	proper_noun	
148	abby	abby	9387	4208676	30.0702	1.7422	proper_noun	
149	succedera	succedera	9386	4218062	30.1372	1.7461	residual	
150	offerto	offerto	9378	4227440	30.2042	1.7500	residual	
151	lasciarmi	lasciarmi	9322	4236762	30.2708	1.7538	tokeniser_fixable	
152	lasciatemi	lasciatemi	9293	4246055	30.3372	1.7577	residual	
153	lucy	lucy	9227	4255282	30.4031	1.7615	proper_noun	
154	andarcene	andarcene	9225	4264507	30.4691	1.7653	tokeniser_fixable	
155	parlarle	parlarle	9180	4273687	30.5346	1.7691	tokeniser_fixable	
156	laura	laura	8997	4282684	30.5989	1.7729	proper_noun	Laura
157	bell'	bell'	8993	4291677	30.6632	1.7766	residual	
158	hank	hank	8895	4300572	30.7267	1.7803	proper_noun	
159	jeff	jeff	8809	4309381	30.7897	1.7839	proper_noun	
160	vorra	vorra	8806	4318187	30.8526	1.7876	residual	
161	carl	carl	8802	4326989	30.9155	1.7912	proper_noun	
162	scusarmi	scusarmi	8717	4335706	30.9778	1.7948	tokeniser_fixable	
163	dirci	dirci	8701	4344407	31.0399	1.7984	tokeniser_fixable	
164	sean	sean	8654	4353061	31.1018	1.8020	proper_noun	
165	potra	potra	8650	4361711	31.1636	1.8056	residual	
166	dirmelo	dirmelo	8614	4370325	31.2251	1.8091	tokeniser_fixable	
167	dirglielo	dirglielo	8578	4378903	31.2864	1.8127	tokeniser_fixable	
168	ucciderlo	ucciderlo	8569	4387472	31.3476	1.8162	tokeniser_fixable	
169	chicago	chicago	8563	4396035	31.4088	1.8198	residual	Chicago
170	sentirmi	sentirmi	8478	4404513	31.4694	1.8233	tokeniser_fixable	
171	aiutarci	aiutarci	8421	4412934	31.5295	1.8268	tokeniser_fixable	
172	larry	larry	8415	4421349	31.5897	1.8303	proper_noun	
173	dean	dean	8379	4429728	31.6495	1.8337	proper_noun	
174	dovro	dovro	8330	4438058	31.7090	1.8372	residual	
175	dillo	dillo	8316	4446374	31.7685	1.8406	residual	
176	fatemi	fatemi	8304	4454678	31.8278	1.8441	residual	
177	kyle	kyle	8289	4462967	31.8870	1.8475	proper_noun	
178	muoversi	muoversi	8223	4471190	31.9458	1.8509	tokeniser_fixable	to move, to shift, to hurry up, to hurry, to go, to leave, to stir
179	farvi	farvi	8219	4479409	32.0045	1.8543	tokeniser_fixable	
180	sissignore	sissignore	8216	4487625	32.0632	1.8577	residual	"yessir!" in accepting an authority figure's, especially royal or military's, order, "yes indeed, of course."
181	phil	phil	8210	4495835	32.1219	1.8611	proper_noun	
182	smetterla	smetterla	8169	4504004	32.1802	1.8645	tokeniser_fixable	to stop or give up an activity; to leave off; to stop
183	puo'	puo'	8163	4512167	32.2385	1.8679	residual	
184	jerry	jerry	8114	4520281	32.2965	1.8712	proper_noun	
185	societa	societa	8112	4528393	32.3545	1.8746	tokeniser_fixable	
186	louis	louis	8080	4536473	32.4122	1.8779	proper_noun	
187	lily	lily	8050	4544523	32.4697	1.8812	proper_noun	
188	darle	darle	7966	4552489	32.5266	1.8845	tokeniser_fixable	
189	mettiti	mettiti	7943	4560432	32.5834	1.8878	residual	
190	roger	roger	7933	4568365	32.6401	1.8911	proper_noun	
191	jenny	jenny	7893	4576258	32.6965	1.8944	proper_noun	
192	prenderla	prenderla	7885	4584143	32.7528	1.8976	tokeniser_fixable	
193	clark	clark	7880	4592023	32.8091	1.9009	proper_noun	
194	trovarmi	trovarmi	7862	4599885	32.8653	1.9042	tokeniser_fixable	
195	barry	barry	7811	4607696	32.9211	1.9074	proper_noun	
196	facciamolo	facciamolo	7794	4615490	32.9768	1.9106	residual	
197	gary	gary	7743	4623233	33.0321	1.9138	proper_noun	
198	resynch	resynch	7734	4630967	33.0873	1.9170	residual	
199	kelly	kelly	7675	4638642	33.1422	1.9202	proper_noun	
200	averne	averne	7640	4646282	33.1968	1.9234	tokeniser_fixable	
201	maggie	maggie	7620	4653902	33.2512	1.9265	proper_noun	
202	morgan	morgan	7600	4661502	33.3055	1.9297	proper_noun	
203	taylor	taylor	7579	4669081	33.3597	1.9328	proper_noun	
204	darci	darci	7561	4676642	33.4137	1.9359	tokeniser_fixable	
205	mezz'	mezz'	7537	4684179	33.4675	1.9391	residual	
206	trovarla	trovarla	7535	4691714	33.5214	1.9422	tokeniser_fixable	
207	portarlo	portarlo	7494	4699208	33.5749	1.9453	tokeniser_fixable	
208	mettermi	mettermi	7490	4706698	33.6284	1.9484	tokeniser_fixable	
209	elizabeth	elizabeth	7488	4714186	33.6819	1.9515	proper_noun	Elizabeth
210	daro	daro	7453	4721639	33.7352	1.9546	residual	
211	amanda	amanda	7450	4729089	33.7884	1.9576	proper_noun	a female given name
212	dovra	dovra	7428	4736517	33.8415	1.9607	residual	
213	farne	farne	7424	4743941	33.8945	1.9638	tokeniser_fixable	
214	molly	molly	7362	4751303	33.9471	1.9668	proper_noun	
215	portarti	portarti	7349	4758652	33.9996	1.9699	tokeniser_fixable	
216	metterti	metterti	7326	4765978	34.0520	1.9729	tokeniser_fixable	
217	chloe	chloe	7310	4773288	34.1042	1.9759	proper_noun	
218	conoscerla	conoscerla	7275	4780563	34.1562	1.9790	tokeniser_fixable	
219	karen	karen	7263	4787826	34.2081	1.9820	proper_noun	
220	sentirti	sentirti	7222	4795048	34.2597	1.9850	tokeniser_fixable	
221	nathan	nathan	7207	4802255	34.3112	1.9879	proper_noun	
222	julia	julia	7111	4809366	34.3620	1.9909	proper_noun	
223	muovetevi	muovetevi	7078	4816444	34.4125	1.9938	residual	
224	andiamocene	andiamocene	7075	4823519	34.4631	1.9967	residual	
225	portami	portami	7057	4830576	34.5135	1.9997	tokeniser_fixable	
226	victor	victor	7053	4837629	34.5639	2.0026	proper_noun	
227	tenerlo	tenerlo	7051	4844680	34.6143	2.0055	tokeniser_fixable	
228	stara	stara	7033	4851713	34.6645	2.0084	residual	
229	patrick	patrick	7032	4858745	34.7148	2.0113	proper_noun	
230	provarci	provarci	7028	4865773	34.7650	2.0142	tokeniser_fixable	to make a sexual or relational advance; to flirt; to hit on, to try to swindle or cheat, to try to learn something, generally by asking an expert in the field
231	susan	susan	7011	4872784	34.8151	2.0171	proper_noun	
232	pensaci	pensaci	6956	4879740	34.8648	2.0200	tokeniser_fixable	
233	parlarmi	parlarmi	6892	4886632	34.9140	2.0229	tokeniser_fixable	
234	muoverti	muoverti	6876	4893508	34.9631	2.0257	tokeniser_fixable	
235	stammi	stammi	6871	4900379	35.0122	2.0286	residual	combined form of sta' and mi me”)
236	sparito	sparito	6866	4907245	35.0613	2.0314	residual	
237	lasciala	lasciala	6857	4914102	35.1103	2.0342	tokeniser_fixable	
238	jones	jones	6852	4920954	35.1592	2.0371	foreign_word	Jones
239	greg	greg	6849	4927803	35.2082	2.0399	proper_noun	
240	smith	smith	6822	4934625	35.2569	2.0427	proper_noun	Smith
241	oliver	oliver	6776	4941401	35.3053	2.0455	proper_noun	
242	togliti	togliti	6769	4948170	35.3537	2.0483	tokeniser_fixable	
243	tyler	tyler	6738	4954908	35.4018	2.0511	proper_noun	
244	arthur	arthur	6734	4961642	35.4499	2.0539	proper_noun	
245	lasciarlo	lasciarlo	6689	4968331	35.4977	2.0567	tokeniser_fixable	
246	lasciarti	lasciarti	6682	4975013	35.5455	2.0595	tokeniser_fixable	
247	dirvi	dirvi	6665	4981678	35.5931	2.0622	tokeniser_fixable	
248	trovarti	trovarti	6661	4988339	35.6407	2.0650	tokeniser_fixable	
249	charlotte	charlotte	6644	4994983	35.6882	2.0677	proper_noun	
250	derek	derek	6635	5001618	35.7356	2.0705	proper_noun	
251	aiutarvi	aiutarvi	6623	5008241	35.7829	2.0732	tokeniser_fixable	
252	episode	episode	6604	5014845	35.8301	2.0759	foreign_word	
253	olivia	olivia	6577	5021422	35.8771	2.0787	proper_noun	a female given name, equivalent to English Olivia or Olive
254	essermi	essermi	6573	5027995	35.9240	2.0814	tokeniser_fixable	
255	terry	terry	6571	5034566	35.9710	2.0841	proper_noun	
256	elena	elena	6558	5041124	36.0178	2.0868	proper_noun	Elena
257	ross	ross	6549	5047673	36.0646	2.0895	proper_noun	
258	europa	europa	6548	5054221	36.1114	2.0922	proper_noun	Europe
259	season	season	6531	5060752	36.1581	2.0949	foreign_word	
260	robin	robin	6527	5067279	36.2047	2.0976	proper_noun	
261	ucciderti	ucciderti	6521	5073800	36.2513	2.1003	tokeniser_fixable	
262	portarla	portarla	6482	5080282	36.2976	2.1030	tokeniser_fixable	
263	howard	howard	6475	5086757	36.3439	2.1057	proper_noun	
264	helen	helen	6465	5093222	36.3901	2.1084	proper_noun	
265	penny	penny	6394	5099616	36.4357	2.1110	proper_noun	
266	rebecca	rebecca	6389	5106005	36.4814	2.1137	proper_noun	Rebekah, a female given name of biblical origin
267	jeremy	jeremy	6377	5112382	36.5270	2.1163	proper_noun	
268	jay	jay	6351	5118733	36.5723	2.1189	proper_noun	
269	jordan	jordan	6342	5125075	36.6176	2.1216	proper_noun	
270	vederci	vederci	6331	5131406	36.6629	2.1242	tokeniser_fixable	to possess the faculty of sight
271	casey	casey	6289	5137695	36.7078	2.1268	proper_noun	
272	portarmi	portarmi	6269	5143964	36.7526	2.1294	tokeniser_fixable	
273	chiedermi	chiedermi	6251	5150215	36.7973	2.1320	tokeniser_fixable	
274	rick	rick	6205	5156420	36.8416	2.1345	proper_noun	
275	vincent	vincent	6193	5162613	36.8858	2.1371	proper_noun	
276	beth	beth	6189	5168802	36.9301	2.1397	proper_noun	
277	quant'	quant'	6183	5174985	36.9742	2.1422	residual	
278	lascero	lascero	6167	5181152	37.0183	2.1448	residual	
279	andrew	andrew	6166	5187318	37.0624	2.1473	proper_noun	
280	sara'	sara'	6160	5193478	37.1064	2.1499	residual	
281	frankie	frankie	6137	5199615	37.1502	2.1524	proper_noun	
282	prendero	prendero	6132	5205747	37.1940	2.1550	residual	
283	venerdi	venerdi	6127	5211874	37.2378	2.1575	residual	
284	perdonami	perdonami	6121	5217995	37.2815	2.1600	tokeniser_fixable	
285	proprieta	proprieta	6104	5224099	37.3252	2.1626	tokeniser_fixable	
286	hannah	hannah	6099	5230198	37.3687	2.1651	proper_noun	
287	jamie	jamie	6097	5236295	37.4123	2.1676	proper_noun	
288	marcus	marcus	6081	5242376	37.4557	2.1701	proper_noun	
289	joey	joey	6080	5248456	37.4992	2.1726	proper_noun	
290	angela	angela	6054	5254510	37.5424	2.1752	proper_noun	a female given name from Ancient Greek, equivalent to English Angela, female equivalent of angelo
291	bruce	bruce	6047	5260557	37.5856	2.1777	proper_noun	
292	chiederle	chiederle	6023	5266580	37.6287	2.1801	tokeniser_fixable	
293	farli	farli	6021	5272601	37.6717	2.1826	tokeniser_fixable	
294	esserne	esserne	5998	5278599	37.7145	2.1851	tokeniser_fixable	
295	huh	huh	5998	5284597	37.7574	2.1876	foreign_word	
296	ethan	ethan	5959	5290556	37.8000	2.1901	proper_noun	
297	jackie	jackie	5956	5296512	37.8425	2.1925	proper_noun	
298	cooper	cooper	5945	5302457	37.8850	2.1950	proper_noun	
299	jesse	jesse	5919	5308376	37.9273	2.1974	proper_noun	
300	fred	fred	5910	5314286	37.9695	2.1999	proper_noun	
301	metterci	metterci	5910	5320196	38.0117	2.2023	tokeniser_fixable	to take, Used other than figuratively or idiomatically: compound of the infinitive mettere with ci
302	betty	betty	5867	5326063	38.0537	2.2048	proper_noun	
303	julie	julie	5862	5331925	38.0955	2.2072	proper_noun	
304	aiutatemi	aiutatemi	5854	5337779	38.1374	2.2096	residual	
305	parlargli	parlargli	5836	5343615	38.1791	2.2120	tokeniser_fixable	
306	aiutarlo	aiutarlo	5801	5349416	38.2205	2.2144	tokeniser_fixable	
307	marty	marty	5785	5355201	38.2619	2.2168	proper_noun	
308	todd	todd	5760	5360961	38.3030	2.2192	proper_noun	
309	cole	cole	5744	5366705	38.3440	2.2216	proper_noun	
310	doug	doug	5733	5372438	38.3850	2.2240	proper_noun	
311	dille	dille	5722	5378160	38.4259	2.2263	residual	
312	darsi	darsi	5702	5383862	38.4666	2.2287	tokeniser_fixable	to devote oneself, take up, take to, go into, to give oneself to, yield to, to start, begin
313	vegas	vegas	5699	5389561	38.5073	2.2311	residual	
314	harvey	harvey	5697	5395258	38.5481	2.2334	proper_noun	
315	tornera	tornera	5687	5400945	38.5887	2.2358	residual	
316	scoprirlo	scoprirlo	5676	5406621	38.6292	2.2381	tokeniser_fixable	
317	staro	staro	5666	5412287	38.6697	2.2405	residual	
318	cio'	cio'	5639	5417926	38.7100	2.2428	residual	
319	prendilo	prendilo	5588	5423514	38.7499	2.2451	residual	
320	catherine	catherine	5545	5429059	38.7896	2.2474	proper_noun	Catherine
321	owen	owen	5540	5434599	38.8291	2.2497	proper_noun	
322	sentirlo	sentirlo	5538	5440137	38.8687	2.2520	tokeniser_fixable	
323	averci	averci	5536	5445673	38.9083	2.2543	tokeniser_fixable	
324	gordon	gordon	5524	5451197	38.9477	2.2566	proper_noun	
325	sally	sally	5520	5456717	38.9872	2.2589	proper_noun	
326	katie	katie	5510	5462227	39.0265	2.2611	proper_noun	
327	capirlo	capirlo	5509	5467736	39.0659	2.2634	tokeniser_fixable	
328	miller	miller	5498	5473234	39.1052	2.2657	foreign_word	Miller
329	lucas	lucas	5497	5478731	39.1444	2.2680	proper_noun	
330	datemi	datemi	5462	5484193	39.1835	2.2702	residual	
331	johnson	johnson	5443	5489636	39.2224	2.2725	residual	Johnson
332	jess	jess	5441	5495077	39.2612	2.2747	proper_noun	
333	parker	parker	5439	5500516	39.3001	2.2770	proper_noun	Parker
334	prenditi	prenditi	5436	5505952	39.3389	2.2792	residual	
335	poterlo	poterlo	5422	5511374	39.3777	2.2815	tokeniser_fixable	
336	moltissimo	moltissimo	5416	5516790	39.4164	2.2837	residual	
337	shawn	shawn	5416	5522206	39.4551	2.2860	proper_noun	
338	prendersi	prendersi	5413	5527619	39.4937	2.2882	tokeniser_fixable	to grab or take hold, to grab, to begin to feel
339	tornero	tornero	5411	5533030	39.5324	2.2904	residual	
340	caroline	caroline	5406	5538436	39.5710	2.2927	proper_noun	
341	smettetela	smettetela	5401	5543837	39.6096	2.2949	tokeniser_fixable	
342	fidarti	fidarti	5396	5549233	39.6482	2.2972	tokeniser_fixable	
343	potro	potro	5393	5554626	39.6867	2.2994	residual	
344	rivederti	rivederti	5384	5560010	39.7252	2.3016	tokeniser_fixable	
345	carlos	carlos	5337	5565347	39.7633	2.3038	proper_noun	Carlos
346	synch	synch	5337	5570684	39.8014	2.3060	numerals_acronyms	
347	connor	connor	5336	5576020	39.8396	2.3082	proper_noun	
348	steven	steven	5321	5581341	39.8776	2.3104	proper_noun	
349	ditemi	ditemi	5314	5586655	39.9155	2.3126	residual	
350	ian	ian	5311	5591966	39.9535	2.3148	proper_noun	
351	wilson	wilson	5301	5597267	39.9914	2.3170	proper_noun	
352	sposarmi	sposarmi	5300	5602567	40.0292	2.3192	tokeniser_fixable	
353	justin	justin	5271	5607838	40.0669	2.3214	proper_noun	
354	piantala	piantala	5267	5613105	40.1045	2.3236	tokeniser_fixable	
355	gia'	gia'	5262	5618367	40.1421	2.3258	residual	
356	gus	gus	5255	5623622	40.1797	2.3279	proper_noun	
357	julian	julian	5250	5628872	40.2172	2.3301	proper_noun	
358	zoe	zoe	5217	5634089	40.2545	2.3323	proper_noun	a female given name, equivalent to English Zoë
359	chiamarti	chiamarti	5214	5639303	40.2917	2.3344	tokeniser_fixable	
360	teddy	teddy	5208	5644511	40.3289	2.3366	proper_noun	
361	anne	anne	5196	5649707	40.3660	2.3387	proper_noun	
362	fermarlo	fermarlo	5192	5654899	40.4031	2.3409	tokeniser_fixable	
363	responsabilita	responsabilita	5182	5660081	40.4402	2.3430	tokeniser_fixable	
364	preoccuparsi	preoccuparsi	5179	5665260	40.4772	2.3452	tokeniser_fixable	to worry, be worried, get worried, get nervous, to take care, trouble, take the trouble to
365	mettilo	mettilo	5163	5670423	40.5140	2.3473	residual	
366	roy	roy	5159	5675582	40.5509	2.3495	proper_noun	
367	nina	nina	5141	5680723	40.5876	2.3516	proper_noun	
368	finn	finn	5139	5685862	40.6244	2.3537	proper_noun	
369	fottiti	fottiti	5115	5690977	40.6609	2.3558	residual	fuck you!
370	assicurarmi	assicurarmi	5108	5696085	40.6974	2.3579	tokeniser_fixable	
371	e-mail	e-mail	5085	5701170	40.7337	2.3600	residual	email
372	gibbs	gibbs	5081	5706251	40.7700	2.3622	residual	
373	sophie	sophie	5078	5711329	40.8063	2.3643	proper_noun	
374	boston	boston	5072	5716401	40.8426	2.3664	foreign_word	Boston
375	lasciarla	lasciarla	5068	5721469	40.8788	2.3685	tokeniser_fixable	
376	dylan	dylan	5057	5726526	40.9149	2.3705	proper_noun	
377	nancy	nancy	5043	5731569	40.9509	2.3726	proper_noun	Nancy
378	kenny	kenny	5041	5736610	40.9869	2.3747	proper_noun	Kenny
