rank	token	lemma_guess	count	cum_count	cum_pct_missing	cum_pct_corpus	category	english_gloss
17522	lavavetri	lavavetri	115	13834253	98.8430	5.7268	residual	window cleaner, windscreen washer/windshield washer, squeegee
17523	lettonia	lettonia	115	13834368	98.8438	5.7269	residual	Latvia
17524	lindus	lindus	115	13834483	98.8446	5.7269	residual	
17525	loggins	loggins	115	13834598	98.8455	5.7270	residual	
17526	mistpluffa	mistpluffa	115	13834713	98.8463	5.7270	residual	
17527	muchas	muchas	115	13834828	98.8471	5.7270	residual	
17528	muddy	muddy	115	13834943	98.8479	5.7271	foreign_word	
17529	multitasking	multitasking	115	13835058	98.8488	5.7271	residual	
17530	mundo	mundo	115	13835173	98.8496	5.7272	residual	
17531	naruto-kun	naruto-kun	115	13835288	98.8504	5.7272	residual	
17532	newlin	newlin	115	13835403	98.8512	5.7273	residual	
17533	oof	oof	115	13835518	98.8520	5.7273	residual	
17534	orchard	orchard	115	13835633	98.8529	5.7274	foreign_word	
17535	orfanelli	orfanello	115	13835748	98.8537	5.7274	residual	little orphan
17536	palpabile	palpabile	115	13835863	98.8545	5.7275	residual	palpable
17537	paradisiaco	paradisiaco	115	13835978	98.8553	5.7275	residual	heavenly
17538	partitina	partitina	115	13836093	98.8561	5.7276	residual	
17539	passero'	passero'	115	13836208	98.8570	5.7276	residual	
17540	paté	paté	115	13836323	98.8578	5.7277	residual	pâté, pate
17541	pomiciando	pomiciare	115	13836438	98.8586	5.7277	residual	to smooth or clean with pumice, to snog, to neck
17542	pookie	pookie	115	13836553	98.8594	5.7278	residual	
17543	poor	poor	115	13836668	98.8603	5.7278	foreign_word	
17544	pornography	pornography	115	13836783	98.8611	5.7279	foreign_word	
17545	portane	portane	115	13836898	98.8619	5.7279	tokeniser_fixable	
17546	pre-partita	pre-partito	115	13837013	98.8627	5.7280	residual	
17547	prim	prim	115	13837128	98.8635	5.7280	foreign_word	
17548	puss	puss	115	13837243	98.8644	5.7280	foreign_word	
17549	rendendola	rendendola	115	13837358	98.8652	5.7281	residual	
17550	richiamali	richiamali	115	13837473	98.8660	5.7281	tokeniser_fixable	
17551	rieccomi	rieccomi	115	13837588	98.8668	5.7282	residual	
17552	risentita	risentito	115	13837703	98.8676	5.7282	residual	
17553	ritirero	ritirero	115	13837818	98.8685	5.7283	residual	
17554	rivolgetevi	rivolgetevi	115	13837933	98.8693	5.7283	residual	
17555	safe	safe	115	13838048	98.8701	5.7284	foreign_word	
17556	saltarmi	saltarmi	115	13838163	98.8709	5.7284	tokeniser_fixable	
17557	scuoterlo	scuoterlo	115	13838278	98.8718	5.7285	tokeniser_fixable	
17558	sentira'	sentira'	115	13838393	98.8726	5.7285	residual	
17559	serafina	serafina	115	13838508	98.8734	5.7286	residual	a female given name, equivalent to English Seraphina
17560	sheperd	sheperd	115	13838623	98.8742	5.7286	residual	
17561	smembramento	smembramento	115	13838738	98.8750	5.7287	residual	dismemberment
17562	smidollati	smidollato	115	13838853	98.8759	5.7287	residual	spineless, namby-pamby
17563	smoak	smoak	115	13838968	98.8767	5.7288	residual	
17564	sottovalutarmi	sottovalutarmi	115	13839083	98.8775	5.7288	tokeniser_fixable	
17565	spark	spark	115	13839198	98.8783	5.7289	foreign_word	
17566	spoon	spoon	115	13839313	98.8792	5.7289	foreign_word	
17567	spostero	spostero	115	13839428	98.8800	5.7290	residual	
17568	spranga	spranga	115	13839543	98.8808	5.7290	residual	bar, bolt
17569	statuina	statuina	115	13839658	98.8816	5.7290	residual	statuette, figurine
17570	symphony	symphony	115	13839773	98.8824	5.7291	foreign_word	
17571	television	television	115	13839888	98.8833	5.7291	foreign_word	
17572	thrace	thrace	115	13840003	98.8841	5.7292	residual	
17573	tradurlo	tradurlo	115	13840118	98.8849	5.7292	tokeniser_fixable	
17574	transfert	transfert	115	13840233	98.8857	5.7293	residual	transfer
17575	trudi	trudi	115	13840348	98.8865	5.7293	proper_noun	
17576	usuraio	usuraio	115	13840463	98.8874	5.7294	residual	one who lends money at interest, usurer, loan shark
17577	utopium	utopium	115	13840578	98.8882	5.7294	residual	
17578	vichy	vichy	115	13840693	98.8890	5.7295	residual	Vichy
17579	wuornos	wuornos	115	13840808	98.8898	5.7295	residual	
17580	aaa	aaa	114	13840922	98.8906	5.7296	residual	
17581	accoglierti	accoglierti	114	13841036	98.8915	5.7296	tokeniser_fixable	
17582	achab	achab	114	13841150	98.8923	5.7297	residual	
17583	al-zuhari	al-zuhari	114	13841264	98.8931	5.7297	residual	
17584	alluci	alluce	114	13841378	98.8939	5.7298	residual	hallux
17585	anfora	anfora	114	13841492	98.8947	5.7298	residual	amphora
17586	anice	anice	114	13841606	98.8955	5.7299	foreign_word	anise, aniseed, anise
17587	annamo	annamo	114	13841720	98.8963	5.7299	residual	
17588	antipanico	antipanico	114	13841834	98.8972	5.7300	residual	panic; anti-panic
17589	antìa	antìa	114	13841948	98.8980	5.7300	residual	
17590	arrabbiatissimo	arrabbiatissimo	114	13842062	98.8988	5.7300	residual	
17591	arrangiarci	arrangiarci	114	13842176	98.8996	5.7301	tokeniser_fixable	
17592	arrestarvi	arrestarvi	114	13842290	98.9004	5.7301	tokeniser_fixable	
17593	athelstan	athelstan	114	13842404	98.9012	5.7302	residual	
17594	avvicinarla	avvicinarla	114	13842518	98.9021	5.7302	tokeniser_fixable	
17595	barbosa	barboso	114	13842632	98.9029	5.7303	residual	boring
17596	battibaleno	battibaleno	114	13842746	98.9037	5.7303	residual	only used in in un battibaleno
17597	beijing	beijing	114	13842860	98.9045	5.7304	residual	
17598	benford	benford	114	13842974	98.9053	5.7304	residual	
17599	bengt	bengt	114	13843088	98.9061	5.7305	proper_noun	
17600	bernhardt	bernhardt	114	13843202	98.9069	5.7305	residual	
17601	brainstorming	brainstorming	114	13843316	98.9078	5.7306	residual	
17602	camry	camry	114	13843430	98.9086	5.7306	residual	
17603	capesante	capesante	114	13843544	98.9094	5.7307	residual	
17604	carrarmato	carrarmato	114	13843658	98.9102	5.7307	residual	sole
17605	cassapanca	cassapanca	114	13843772	98.9110	5.7308	residual	settle
17606	collaborazionista	collaborazionista	114	13843886	98.9118	5.7308	residual	collaborator
17607	comportandoti	comportandoti	114	13844000	98.9126	5.7308	residual	
17608	confessarle	confessarle	114	13844114	98.9135	5.7309	tokeniser_fixable	
17609	conoscendoti	conoscendoti	114	13844228	98.9143	5.7309	residual	
17610	contrabbasso	contrabbasso	114	13844342	98.9151	5.7310	residual	contrabass
17611	coprici	coprici	114	13844456	98.9159	5.7310	tokeniser_fixable	
17612	cru	cru	114	13844570	98.9167	5.7311	residual	cru
17613	cw	cw	114	13844684	98.9175	5.7311	residual	
17614	dagny	dagny	114	13844798	98.9183	5.7312	residual	
17615	danne	danne	114	13844912	98.9192	5.7312	residual	
17616	danzatrice	danzatrice	114	13845026	98.9200	5.7313	residual	belly dancer
17617	denunciarci	denunciarci	114	13845140	98.9208	5.7313	tokeniser_fixable	
17618	diplomandi	diplomandi	114	13845254	98.9216	5.7314	residual	
17619	disgelo	disgelare	114	13845368	98.9224	5.7314	residual	to thaw, to defrost
17620	drummer	drummer	114	13845482	98.9232	5.7315	foreign_word	
17621	eggs	eggs	114	13845596	98.9240	5.7315	residual	
17622	eller	eller	114	13845710	98.9249	5.7316	residual	
17623	encomiabile	encomiabile	114	13845824	98.9257	5.7316	residual	commendable, praiseworthy
17624	fatata	fatato	114	13845938	98.9265	5.7316	residual	enchanted, magic
17625	feeney	feeney	114	13846052	98.9273	5.7317	residual	
17626	fiammata	fiammata	114	13846166	98.9281	5.7317	residual	flare-up, blaze, burst of flames, flare
17627	filetti	filetto	114	13846280	98.9289	5.7318	residual	thread or braid, fillet, nine men's morris
17628	fitzwilliam	fitzwilliam	114	13846394	98.9297	5.7318	residual	
17629	francoise	francoise	114	13846508	98.9306	5.7319	proper_noun	
17630	fuhrman	fuhrman	114	13846622	98.9314	5.7319	residual	
17631	fuorché	fuorché	114	13846736	98.9322	5.7320	residual	apart from
17632	gassate	gassate	114	13846850	98.9330	5.7320	residual	
17633	gerda	gerda	114	13846964	98.9338	5.7321	proper_noun	
17634	giocarmi	giocarmi	114	13847078	98.9346	5.7321	tokeniser_fixable	
17635	goliath	goliath	114	13847192	98.9354	5.7322	foreign_word	
17636	gotti	gotti	114	13847306	98.9363	5.7322	residual	a surname
17637	hannigan	hannigan	114	13847420	98.9371	5.7323	residual	
17638	hawke	hawke	114	13847534	98.9379	5.7323	residual	
17639	hayworth	hayworth	114	13847648	98.9387	5.7324	residual	
17640	hyatt	hyatt	114	13847762	98.9395	5.7324	proper_noun	
17641	imbronciato	imbronciare	114	13847876	98.9403	5.7325	residual	to sulk, to pout, to cloud over
17642	imthegirlfromthebar	imthegirlfromthebar	114	13847990	98.9411	5.7325	residual	
17643	indolenzito	indolenzire	114	13848104	98.9420	5.7325	residual	to make ache, to ache
17644	inferiorita	inferiorita	114	13848218	98.9428	5.7326	tokeniser_fixable	
17645	ingannatore	ingannatore	114	13848332	98.9436	5.7326	residual	deceptive, deceitful
17646	irs	irs	114	13848446	98.9444	5.7327	residual	
17647	jeopardy	jeopardy	114	13848560	98.9452	5.7327	foreign_word	
17648	joncour	joncour	114	13848674	98.9460	5.7328	residual	
17649	kino	kino	114	13848788	98.9468	5.7328	foreign_word	
17650	kiyoko	kiyoko	114	13848902	98.9477	5.7329	residual	
17651	kohler	kohler	114	13849016	98.9485	5.7329	residual	
17652	lituania	lituania	114	13849130	98.9493	5.7330	residual	Lithuania
17653	localizzarla	localizzarla	114	13849244	98.9501	5.7330	tokeniser_fixable	
17654	lun	lun	114	13849358	98.9509	5.7331	residual	
17655	lustrascarpe	lustrascarpe	114	13849472	98.9517	5.7331	residual	shoeshine boy, bootblack, shoeblack
17656	mana	mana	114	13849586	98.9526	5.7332	foreign_word	mana
17657	mansion	mansion	114	13849700	98.9534	5.7332	foreign_word	
17658	matsu	matsu	114	13849814	98.9542	5.7333	foreign_word	
17659	maximilian	maximilian	114	13849928	98.9550	5.7333	proper_noun	
17660	mckibben	mckibben	114	13850042	98.9558	5.7333	residual	
17661	melangri	melangri	114	13850156	98.9566	5.7334	residual	
17662	mimsy	mimsy	114	13850270	98.9574	5.7334	residual	
17663	ncaa	ncaa	114	13850384	98.9583	5.7335	residual	
17664	netturbino	netturbino	114	13850498	98.9591	5.7335	residual	street cleaner, garbage man
17665	niccolò	niccolò	114	13850612	98.9599	5.7336	proper_noun	a male given name from Ancient Greek, variant of Nicola, equivalent to English Nicholas
17666	nige	nige	114	13850726	98.9607	5.7336	residual	
17667	norwood	norwood	114	13850840	98.9615	5.7337	proper_noun	
17668	omicron	omicron	114	13850954	98.9623	5.7337	foreign_word	omicron
17669	pellicano	pellicano	114	13851068	98.9631	5.7338	residual	pelican
17670	peta	peta	114	13851182	98.9640	5.7338	proper_noun	
17671	plum	plum	114	13851296	98.9648	5.7339	foreign_word	
17672	pogo	pogo	114	13851410	98.9656	5.7339	foreign_word	
17673	potene'	potene'	114	13851524	98.9664	5.7340	residual	
17674	primadonna	primadonna	114	13851638	98.9672	5.7340	residual	
17675	prix	prix	114	13851752	98.9680	5.7341	residual	
17676	proteus	proteus	114	13851866	98.9688	5.7341	foreign_word	
17677	pulp	pulp	114	13851980	98.9697	5.7342	foreign_word	
17678	quality	quality	114	13852094	98.9705	5.7342	foreign_word	
17679	ragazzoni	ragazzone	114	13852208	98.9713	5.7342	residual	a large, tall or strapping boy, a childish man
17680	ricostruirlo	ricostruirlo	114	13852322	98.9721	5.7343	tokeniser_fixable	
17681	risolutore	risolutore	114	13852436	98.9729	5.7343	residual	resolving, decisive
17682	rivelero	rivelero	114	13852550	98.9737	5.7344	residual	
17683	ruan	ruan	114	13852664	98.9745	5.7344	residual	
17684	sbronzarsi	sbronzarsi	114	13852778	98.9754	5.7345	residual	to get very drunk
17685	scegliersi	scegliersi	114	13852892	98.9762	5.7345	tokeniser_fixable	to choose, to be chosen
17686	schiarirsi	schiarirsi	114	13853006	98.9770	5.7346	residual	to lighten, to fade, to clear up, brighten up
17687	sclerato	sclerato	114	13853120	98.9778	5.7346	residual	
17688	scouts	scouts	114	13853234	98.9786	5.7347	residual	
17689	scricchiola	scricchiolare	114	13853348	98.9794	5.7347	residual	to creak, to crackle, crunch
17690	semak	semak	114	13853462	98.9802	5.7348	residual	
17691	seppellirmi	seppellirmi	114	13853576	98.9811	5.7348	tokeniser_fixable	
17692	shizuka	shizuka	114	13853690	98.9819	5.7349	residual	
17693	smalls	smalls	114	13853804	98.9827	5.7349	foreign_word	
17694	sommers	sommers	114	13853918	98.9835	5.7350	residual	
17695	spessissimo	spessissimo	114	13854032	98.9843	5.7350	residual	
17696	spezzero	spezzero	114	13854146	98.9851	5.7350	residual	
17697	spiegarvelo	spiegarvelo	114	13854260	98.9859	5.7351	tokeniser_fixable	
17698	spostala	spostala	114	13854374	98.9868	5.7351	tokeniser_fixable	
17699	start-up	start-up	114	13854488	98.9876	5.7352	residual	
17700	stinchi	stinco	114	13854602	98.9884	5.7352	residual	shin, shinbone, shank
17701	stupid	stupid	114	13854716	98.9892	5.7353	foreign_word	
17702	suca	suca	114	13854830	98.9900	5.7353	residual	suck it
17703	tempestosa	tempestoso	114	13854944	98.9908	5.7354	residual	stormy
17704	timeout	timeout	114	13855058	98.9916	5.7354	residual	
17705	tirarne	tirarne	114	13855172	98.9925	5.7355	tokeniser_fixable	
17706	torniamocene	torniamocene	114	13855286	98.9933	5.7355	residual	
17707	vandalici	vandalico	114	13855400	98.9941	5.7356	residual	of vandalism; vandalic
17708	vincenzino	vincenzino	114	13855514	98.9949	5.7356	residual	
17709	violentarla	violentarla	114	13855628	98.9957	5.7357	tokeniser_fixable	
17710	volero	volero	114	13855742	98.9965	5.7357	residual	
17711	weinstein	weinstein	114	13855856	98.9973	5.7358	residual	
17712	yeung	yeung	114	13855970	98.9982	5.7358	residual	
17713	yoni	yoni	114	13856084	98.9990	5.7358	residual	
17714	zietto	zietto	114	13856198	98.9998	5.7359	residual	
17715	aaahh	aaahh	113	13856311	99.0006	5.7359	residual	
17716	abercrombie	abercrombie	113	13856424	99.0014	5.7360	residual	
17717	accettarti	accettarti	113	13856537	99.0022	5.7360	tokeniser_fixable	
17718	accompagnarli	accompagnarli	113	13856650	99.0030	5.7361	tokeniser_fixable	
17719	amancio	amancio	113	13856763	99.0038	5.7361	residual	
17720	antropologa	antropologa	113	13856876	99.0046	5.7362	residual	female equivalent of antropologo
17721	arcidiacono	arcidiacono	113	13856989	99.0054	5.7362	residual	archdeacon, a surname originating as an occupation
17722	asciugarmi	asciugarmi	113	13857102	99.0063	5.7363	tokeniser_fixable	
17723	attaccatura	attaccatura	113	13857215	99.0071	5.7363	residual	point, line or method of attachment of parts of the same thing, hairline
17724	barcollando	barcollare	113	13857328	99.0079	5.7364	residual	to stagger or totter
17725	barrel	barrel	113	13857441	99.0087	5.7364	foreign_word	
17726	boe'	boe'	113	13857554	99.0095	5.7365	residual	
17727	bowery	bowery	113	13857667	99.0103	5.7365	foreign_word	
17728	canaveral	canaveral	113	13857780	99.0111	5.7366	residual	
17729	capitarmi	capitarmi	113	13857893	99.0119	5.7366	tokeniser_fixable	
17730	carotidea	carotidea	113	13858006	99.0127	5.7366	residual	
17731	carponi	carponi	113	13858119	99.0135	5.7367	residual	on all fours, on one's hands and knees
17732	cascamorto	cascamorto	113	13858232	99.0143	5.7367	residual	womanizer, lounge lizard
17733	catenaccio	catenaccio	113	13858345	99.0151	5.7368	residual	a bolt, a system of play in which defence/defense is strengthened so much that little attacking play is possible
17734	chou	chou	113	13858458	99.0159	5.7368	foreign_word	
17735	cinegiornale	cinegiornale	113	13858571	99.0167	5.7369	residual	newsreel
17736	clough	clough	113	13858684	99.0176	5.7369	foreign_word	
17737	command	command	113	13858797	99.0184	5.7370	foreign_word	
17738	complimentarmi	complimentarmi	113	13858910	99.0192	5.7370	tokeniser_fixable	
17739	condurvi	condurvi	113	13859023	99.0200	5.7371	tokeniser_fixable	
17740	coventry	coventry	113	13859136	99.0208	5.7371	foreign_word	
17741	cowell	cowell	113	13859249	99.0216	5.7372	residual	
17742	cucitrice	cucitrice	113	13859362	99.0224	5.7372	residual	stitching machine, stapler, needlewoman
17743	curera	curera	113	13859475	99.0232	5.7373	residual	
17744	davos	davos	113	13859588	99.0240	5.7373	residual	
17745	default	default	113	13859701	99.0248	5.7373	foreign_word	
17746	dentistico	dentistico	113	13859814	99.0256	5.7374	residual	dentist, dentistry
17747	dicendoci	dicendoci	113	13859927	99.0264	5.7374	residual	
17748	digerente	digerente	113	13860040	99.0272	5.7375	residual	digestive
17749	duras	duras	113	13860153	99.0280	5.7375	residual	
17750	díaz	díaz	113	13860266	99.0289	5.7376	residual	Díaz
17751	eloquenza	eloquenza	113	13860379	99.0297	5.7376	residual	eloquence
17752	eton	eton	113	13860492	99.0305	5.7377	residual	
17753	evy	evy	113	13860605	99.0313	5.7377	proper_noun	
17754	fane	fane	113	13860718	99.0321	5.7378	residual	
17755	fastidiosamente	fastidiosamente	113	13860831	99.0329	5.7378	residual	troublesomely, annoyingly
17756	fatevene	fatevene	113	13860944	99.0337	5.7379	residual	
17757	fighters	fighters	113	13861057	99.0345	5.7379	residual	
17758	flaco	flaco	113	13861170	99.0353	5.7380	residual	
17759	fracking	fracking	113	13861283	99.0361	5.7380	residual	
17760	furious	furious	113	13861396	99.0369	5.7380	foreign_word	
17761	gaffney	gaffney	113	13861509	99.0377	5.7381	residual	
17762	geppetto	geppetto	113	13861622	99.0385	5.7381	residual	a diminutive of the male given name Giuseppe, Geppetto
17763	granche'	granche'	113	13861735	99.0394	5.7382	residual	
17764	gresham	gresham	113	13861848	99.0402	5.7382	residual	
17765	grim	grim	113	13861961	99.0410	5.7383	foreign_word	
17766	guadagnero	guadagnero	113	13862074	99.0418	5.7383	residual	
17767	habeas	habeas	113	13862187	99.0426	5.7384	foreign_word	
17768	halima	halima	113	13862300	99.0434	5.7384	residual	
17769	hao	hao	113	13862413	99.0442	5.7385	foreign_word	
17770	hesse	hesse	113	13862526	99.0450	5.7385	residual	
17771	hora	hora	113	13862639	99.0458	5.7386	foreign_word	
17772	impertinenza	impertinenza	113	13862752	99.0466	5.7386	residual	impertinence
17773	impiccarti	impiccarti	113	13862865	99.0474	5.7387	tokeniser_fixable	
17774	incomparabile	incomparabile	113	13862978	99.0482	5.7387	residual	incomparable
17775	joystick	joystick	113	13863091	99.0490	5.7387	residual	joystick
17776	kayleigh	kayleigh	113	13863204	99.0498	5.7388	residual	
17777	keeley	keeley	113	13863317	99.0507	5.7388	proper_noun	
17778	koothrappali	koothrappali	113	13863430	99.0515	5.7389	residual	
17779	kovach	kovach	113	13863543	99.0523	5.7389	residual	
17780	lallà	lallà	113	13863656	99.0531	5.7390	residual	a tuneless hum
17781	lavarle	lavarle	113	13863769	99.0539	5.7390	tokeniser_fixable	
17782	makers	makers	113	13863882	99.0547	5.7391	residual	
17783	manion	manion	113	13863995	99.0555	5.7391	residual	
17784	melandri	melandri	113	13864108	99.0563	5.7392	residual	a surname
17785	miainwonderland	miainwonderland	113	13864221	99.0571	5.7392	residual	
17786	migliorarmi	migliorarmi	113	13864334	99.0579	5.7393	tokeniser_fixable	
17787	mottershead	mottershead	113	13864447	99.0587	5.7393	residual	
17788	munchausen	munchausen	113	13864560	99.0595	5.7394	residual	
17789	nao	nao	113	13864673	99.0603	5.7394	residual	
17790	nautilus	nautilus	113	13864786	99.0612	5.7395	foreign_word	
17791	nights	nights	113	13864899	99.0620	5.7395	foreign_word	
17792	nor	nor	113	13865012	99.0628	5.7395	foreign_word	
17793	olè	olè	113	13865125	99.0636	5.7396	residual	
17794	omg	omg	113	13865238	99.0644	5.7396	residual	
17795	oms	oms	113	13865351	99.0652	5.7397	residual	
17796	onnisciente	onnisciente	113	13865464	99.0660	5.7397	residual	omniscient
17797	ouello	ouello	113	13865577	99.0668	5.7398	residual	
17798	paggio	paggio	113	13865690	99.0676	5.7398	residual	page, pageboy
17799	paghera'	paghera'	113	13865803	99.0684	5.7399	residual	
17800	panco	panco	113	13865916	99.0692	5.7399	residual	
17801	parafango	parafango	113	13866029	99.0700	5.7400	residual	mudguard, dashboard
17802	pasticcera	pasticcera	113	13866142	99.0708	5.7400	residual	
17803	ponyo	ponyo	113	13866255	99.0716	5.7401	residual	
17804	poterglielo	poterglielo	113	13866368	99.0725	5.7401	tokeniser_fixable	
17805	prefontaine	prefontaine	113	13866481	99.0733	5.7402	residual	
17806	raccontale	raccontale	113	13866594	99.0741	5.7402	tokeniser_fixable	
17807	rache	rache	113	13866707	99.0749	5.7402	foreign_word	
17808	recarmi	recarmi	113	13866820	99.0757	5.7403	tokeniser_fixable	
17809	rianimarla	rianimarla	113	13866933	99.0765	5.7403	tokeniser_fixable	
17810	ricevera'	ricevera'	113	13867046	99.0773	5.7404	residual	
17811	ridges	ridges	113	13867159	99.0781	5.7404	residual	
17812	rimodellamento	rimodellamento	113	13867272	99.0789	5.7405	residual	remodelling
17813	rinfrescarsi	rinfrescarsi	113	13867385	99.0797	5.7405	tokeniser_fixable	to refresh oneself, to freshen up
17814	rintracciarci	rintracciarci	113	13867498	99.0805	5.7406	tokeniser_fixable	
17815	riprenderselo	riprenderselo	113	13867611	99.0813	5.7406	tokeniser_fixable	
17816	romulus	romulus	113	13867724	99.0821	5.7407	foreign_word	
17817	rottinculo	rottinculo	113	13867837	99.0830	5.7407	residual	a male homosexual, a sodomite
17818	rox	rox	113	13867950	99.0838	5.7408	foreign_word	
17819	rutti	rutto	113	13868063	99.0846	5.7408	residual	belch, burp
17820	sacrificabili	sacrificabili	113	13868176	99.0854	5.7409	residual	
17821	salman	salman	113	13868289	99.0862	5.7409	proper_noun	
17822	sbattera	sbattera	113	13868402	99.0870	5.7409	residual	
17823	scalciando	scalciare	113	13868515	99.0878	5.7410	residual	boot
17824	scamparla	scamparla	113	13868628	99.0886	5.7410	tokeniser_fixable	to survive; to come out alive, to escape; to have a close call
17825	scolaretto	scolaretto	113	13868741	99.0894	5.7411	residual	schoolchild, schoolboy, pupil, naive person
17826	sedurlo	sedurlo	113	13868854	99.0902	5.7411	tokeniser_fixable	
17827	sel	sel	113	13868967	99.0910	5.7412	residual	
17828	sezionare	sezionare	113	13869080	99.0918	5.7412	residual	to divide up or cut up, to section, to dissect
17829	sheri	sheri	113	13869193	99.0926	5.7413	proper_noun	
17830	sinead	sinead	113	13869306	99.0934	5.7413	proper_noun	
17831	sollevarmi	sollevarmi	113	13869419	99.0943	5.7414	tokeniser_fixable	
17832	sparirono	sparirono	113	13869532	99.0951	5.7414	residual	
17833	spokane	spokane	113	13869645	99.0959	5.7415	residual	
17834	stancarti	stancarti	113	13869758	99.0967	5.7415	tokeniser_fixable	
17835	sunnyvale	sunnyvale	113	13869871	99.0975	5.7416	residual	
17836	tamura	tamura	113	13869984	99.0983	5.7416	residual	
17837	tenia	tenia	113	13870097	99.0991	5.7416	residual	taenia
17838	thérèse	thérèse	113	13870210	99.0999	5.7417	residual	
17839	tiempo	tiempo	113	13870323	99.1007	5.7417	residual	
17840	tiraci	tiraci	113	13870436	99.1015	5.7418	tokeniser_fixable	
17841	tiriamola	tiriamola	113	13870549	99.1023	5.7418	residual	
17842	toffee	toffee	113	13870662	99.1031	5.7419	foreign_word	
17843	tramare	tramare	113	13870775	99.1039	5.7419	residual	weave
17844	trovo'	trovo'	113	13870888	99.1047	5.7420	residual	
17845	understand	understand	113	13871001	99.1056	5.7420	foreign_word	
17846	valois	valois	113	13871114	99.1064	5.7421	foreign_word	
17847	veronique	veronique	113	13871227	99.1072	5.7421	proper_noun	
17848	volgarita	volgarita	113	13871340	99.1080	5.7422	tokeniser_fixable	
17849	xvii	xvii	113	13871453	99.1088	5.7422	numerals_acronyms	XVII
17850	zap	zap	113	13871566	99.1096	5.7423	residual	
17851	above	above	112	13871678	99.1104	5.7423	foreign_word	
17852	accettarle	accettarle	112	13871790	99.1112	5.7424	tokeniser_fixable	
17853	accorgercene	accorgercene	112	13871902	99.1120	5.7424	tokeniser_fixable	
17854	adribai	adribai	112	13872014	99.1128	5.7424	residual	
17855	affittarlo	affittarlo	112	13872126	99.1136	5.7425	tokeniser_fixable	
17856	allenarvi	allenarvi	112	13872238	99.1144	5.7425	tokeniser_fixable	
17857	ambasciator	ambasciator	112	13872350	99.1152	5.7426	residual	
17858	anda	anda	112	13872462	99.1160	5.7426	foreign_word	
17859	appetitosa	appetitoso	112	13872574	99.1168	5.7427	residual	appetising
17860	appoggiarsi	appoggiarsi	112	13872686	99.1176	5.7427	tokeniser_fixable	to lean, prop oneself, to rely on, lean on, place one's trust in
17861	arliss	arliss	112	13872798	99.1184	5.7428	residual	
17862	barstow	barstow	112	13872910	99.1192	5.7428	residual	
17863	bersagliera	bersagliera	112	13873022	99.1200	5.7429	residual	an energetic and decisive woman
17864	betulla	betulla	112	13873134	99.1208	5.7429	residual	birch
17865	boko	boko	112	13873246	99.1216	5.7430	residual	
17866	bonne	bonne	112	13873358	99.1224	5.7430	tokeniser_fixable	
17867	calchi	calco	112	13873470	99.1232	5.7430	residual	calque
17868	calgary	calgary	112	13873582	99.1240	5.7431	residual	
17869	capoclasse	capoclasse	112	13873694	99.1248	5.7431	residual	prefect, prefects, form captain , class president
17870	carlosegundo	carlosegundo	112	13873806	99.1256	5.7432	residual	
17871	caval	caval	112	13873918	99.1264	5.7432	foreign_word	
17872	cezanne	cezanne	112	13874030	99.1272	5.7433	residual	
17873	cheerleading	cheerleading	112	13874142	99.1280	5.7433	residual	
17874	chloé	chloé	112	13874254	99.1288	5.7434	residual	
17875	ciminiera	ciminiera	112	13874366	99.1296	5.7434	residual	chimney, smokestack, funnel
17876	cinofila	cinofilo	112	13874478	99.1304	5.7435	residual	dog-lover
17877	cleary	cleary	112	13874590	99.1312	5.7435	residual	
17878	cleaver	cleaver	112	13874702	99.1320	5.7436	foreign_word	
17879	compeyson	compeyson	112	13874814	99.1328	5.7436	residual	
17880	compiacente	compiacente	112	13874926	99.1336	5.7436	residual	obliging, accommodating
17881	comportero	comportero	112	13875038	99.1344	5.7437	residual	
17882	comprale	comprale	112	13875150	99.1352	5.7437	tokeniser_fixable	
17883	conservalo	conservalo	112	13875262	99.1360	5.7438	tokeniser_fixable	
17884	cooler	cooler	112	13875374	99.1368	5.7438	foreign_word	
17885	cospiratore	cospiratore	112	13875486	99.1376	5.7439	residual	conspirator
17886	crain	crain	112	13875598	99.1384	5.7439	foreign_word	
17887	crank	crank	112	13875710	99.1392	5.7440	foreign_word	
17888	crearlo	crearlo	112	13875822	99.1400	5.7440	tokeniser_fixable	
17889	crisalide	crisalide	112	13875934	99.1408	5.7441	residual	chrysalis
17890	cuervo	cuervo	112	13876046	99.1416	5.7441	residual	
17891	disonorata	disonorare	112	13876158	99.1424	5.7442	residual	dishonour
17892	distensione	distensione	112	13876270	99.1432	5.7442	residual	distention
17893	donnina	donnina	112	13876382	99.1440	5.7443	residual	prostitute, loose woman
17894	dresda	dresda	112	13876494	99.1448	5.7443	residual	Dresden
17895	dufresne	dufresne	112	13876606	99.1456	5.7443	residual	
17896	eaton	eaton	112	13876718	99.1464	5.7444	residual	
17897	entrarti	entrarti	112	13876830	99.1472	5.7444	tokeniser_fixable	
17898	epitaffio	epitaffio	112	13876942	99.1480	5.7445	residual	epitaph
17899	evergreen	evergreen	112	13877054	99.1488	5.7445	foreign_word	evergreen
17900	fannie	fannie	112	13877166	99.1496	5.7446	proper_noun	
17901	fermera'	fermera'	112	13877278	99.1504	5.7446	residual	
17902	fernand	fernand	112	13877390	99.1512	5.7447	residual	
17903	fidero	fidero	112	13877502	99.1520	5.7447	residual	
